,TimeStamp,PlayerName,StartChips,Seat,PC,PCVal,Flop,FlopVal,Turn,TurnVal,River,RiverVal,Cards
47,3035626152,9kGpt+XUpavowCzDUv23cw,294.85,4,fo,,,,,,,,
49,3035626408,XWNqnmRJqiPB5SX3r8RV4A,38,3,ca,1.0,be,"(1.0, -1.0)",,,,,2.40
50,3035626408,HQg4dAYPUt6c2wXfx8Qp2A,125.50,4,fo,0.5,,,,,,,
51,3035626408,C2DZvkqLeaUkp9r6bVedEQ,44.60,5,ch,1.0,chfo,,,,,,
52,3035626408,MUFVpiLTXTYMXm6ZwKwaTw,118.85,6,fo,,,,,,,,
53,3035626408,TpOuEuYtRyG/f/Chlh3tZg,76.95,1,fo,,,,,,,,
54,3035626408,sIoePhfMvk1ycN8r5dontA,86.20,2,fo,,,,,,,,
56,3035627350,AxAa2BuOAJfxqwZ7Mj5rdA,199.25,5,ca,3.5,ca,8.5,ca,20.0,be,"(69.0, -69.0)",65.50
57,3035627350,iwXCq/1JV0liO4FIwKf6og,179.10,6,fo,0.5,,,,,,,
58,3035627350,qoIZizyRrSWFhTV7ehXVnw,293.79,2,fo,1.0,,,,,,,
59,3035627350,dmWdJV0KcZAJMusOD/U9VA,183.45,3,ra,3.5,be,8.5,be,20.0,chfo,,
60,3035627350,7vz79ENDdffUFcvXF6dYDg,104.25,4,ca,3.5,fo,,,,,,
62,3035628540,HQg4dAYPUt6c2wXfx8Qp2A,122,1,fo,,,,,,,,
63,3035628540,g86RXhgxX/rkvXugFXNsxw,34,2,ca,"(0.5, 0.5)",chfo,,,,,,
64,3035628540,MNZxOHUPRdX1SwSj3v8z8A,90.20,4,ch,1.0,chca,3.0,ch,,ch,,"(('10s', '8s'), 8.05)"
65,3035628540,7vz79ENDdffUFcvXF6dYDg,100.60,5,fo,,,,,,,,
66,3035628540,Q5L3pamrkmUogFRqCjK0bg,76.85,6,ca,1.0,be,3.0,ch,,ch,,
68,3035628578,jJAI1364RojbYszw/mD3Uw,39.50,6,fo,,,,,,,,
69,3035628578,0259Ri9eear1L/kUvSp3fw,76.51,1,ca,"(0.5, 0.5)",be,1.0,be,1.0,chfo,,
70,3035628578,Ls2nv9Ik+badjCfyUCMSkg,195.50,2,ch,1.0,fo,,,,,,
71,3035628578,kKYdRwOhp4oxM/8Fev0SyQ,115.20,3,fo,,,,,,,,
72,3035628578,HQg4dAYPUt6c2wXfx8Qp2A,151.26,4,fo,,,,,,,,
73,3035628578,ORJCbwnj76IoSzm41Lr3SQ,88.87,5,ca,1.0,ca,1.0,ca,1.0,be,"(3.0, -3.0)","(('Kc', '8h'), 6.15)"
75,3035628678,jHnx48lMTaPZLBNypgAVHg,35.90,8,fo,,,,,,,,
76,3035628678,jJAI1364RojbYszw/mD3Uw,55.60,9,fo,0.5,,,,,,,
77,3035628678,KX/0x8JtlabNJOZ7jkDHaw,86.50,1,fo,1.0,,,,,,,
78,3035628678,9kGpt+XUpavowCzDUv23cw,227.09,2,fo,,,,,,,,
79,3035628678,arrhJBpX5+1wZC0mSrIBZg,424.80,3,fo,,,,,,,,
80,3035628678,tUKQYw4MHJ4Iqw+CKv5hRw,28.55,4,fo,,,,,,,,
81,3035628678,IDLLo8J+gjgfhsvySiMx1Q,132.50,5,cafo,1.0,,,,,,,
82,3035628678,elzjf7ECLeQKbtm3Wkijkg,115,6,ra,"(4.0, -3.0)",,,,,,,3.50
84,3035629450,g86RXhgxX/rkvXugFXNsxw,33,2,ca,3.5,ch,,ch,,ca,6.0,"(('Jc', '10c'), 10.92)"
85,3035629450,MNZxOHUPRdX1SwSj3v8z8A,94.25,4,ca,"(0.5, 3.0)",ch,,ch,,chfo,,
86,3035629450,7vz79ENDdffUFcvXF6dYDg,100.60,5,fo,1.0,,,,,,,
87,3035629450,Q5L3pamrkmUogFRqCjK0bg,72.85,6,fo,,,,,,,,
88,3035629450,HQg4dAYPUt6c2wXfx8Qp2A,122,1,ra,3.5,ch,,ch,,be,6.0,"(('10h', 'Js'), 10.93)"
90,3035628122,HQg4dAYPUt6c2wXfx8Qp2A,125,4,fo,,,,,,,,
91,3035628122,C2DZvkqLeaUkp9r6bVedEQ,43.60,5,ca,"(0.5, 0.5)",chra,8.0,be,"(34.6, -34.6)",,,18.50
92,3035628122,MUFVpiLTXTYMXm6ZwKwaTw,118.85,6,ch,1.0,chfo,,,,,,
93,3035628122,TpOuEuYtRyG/f/Chlh3tZg,76.95,1,fo,,,,,,,,
94,3035628122,sIoePhfMvk1ycN8r5dontA,86.20,2,ca,1.0,beca,"(4.0, 4.0)",,,,,
95,3035628122,XWNqnmRJqiPB5SX3r8RV4A,39.40,3,ca,1.0,fo,,,,,,
97,3035628412,v5r0pAobFTmGmX+ESaHqrw,123.65,6,fo,,,,,,,,
98,3035628412,7o651P4boRE9SLBrnhBw1g,64.43,7,fo,0.5,,,,,,,
99,3035628412,KX/0x8JtlabNJOZ7jkDHaw,105.61,8,ch,1.0,ch,,ch,,chfo,,
100,3035628412,VE3UU93i7hzpWDRFio0ZfA,131.35,9,fo,,,,,,,,
101,3035628412,mK/284M+PvERqpedz2vCvg,199,1,fo,,,,,,,,
102,3035628412,ttoADHGfCIyetBEz6v2J8A,17.75,2,ca,1.0,ch,,ch,,be,"(2.5, -2.5)",2.40
103,3035628412,jJAI1364RojbYszw/mD3Uw,46.35,3,fo,,,,,,,,
104,3035628412,9kGpt+XUpavowCzDUv23cw,294.85,4,fo,,,,,,,,
105,3035628412,S33dLcVTq0RT7o3L1XyGzA,44.95,5,fo,,,,,,,,
107,3035629938,jJAI1364RojbYszw/mD3Uw,55.10,9,fo,,,,,,,,
108,3035629938,KX/0x8JtlabNJOZ7jkDHaw,85.50,1,fo,0.5,,,,,,,
109,3035629938,9kGpt+XUpavowCzDUv23cw,227.09,2,ca,"(1.0, 3.5)",chca,14.0,ch,,be,"(42.0, -20.5)","(('As', 'Ac'), 81.5)"
110,3035629938,arrhJBpX5+1wZC0mSrIBZg,424.80,3,fo,,,,,,,,
111,3035629938,tUKQYw4MHJ4Iqw+CKv5hRw,28.55,4,fo,,,,,,,,
112,3035629938,IDLLo8J+gjgfhsvySiMx1Q,131.50,5,fo,,,,,,,,
113,3035629938,elzjf7ECLeQKbtm3Wkijkg,117.50,6,caca,"(1.0, 3.5)",chfo,,,,,,
114,3035629938,u/mxJyqKM18dJuk2bjd/jg,40,7,ra,4.5,be,14.0,ch,,be,21.5,
115,3035629938,jHnx48lMTaPZLBNypgAVHg,35.90,8,fo,,,,,,,,
117,3035630612,0259Ri9eear1L/kUvSp3fw,73.51,1,ca,1.0,ch,,be,"(1.0, -1.0)",,,2.85
118,3035630612,Ls2nv9Ik+badjCfyUCMSkg,194.50,2,ca,"(0.5, 0.5)",ch,,chfo,,,,
119,3035630612,kKYdRwOhp4oxM/8Fev0SyQ,115.20,3,ch,1.0,ch,,chfo,,,,
120,3035630612,HQg4dAYPUt6c2wXfx8Qp2A,151.26,4,fo,,,,,,,,
121,3035630612,ORJCbwnj76IoSzm41Lr3SQ,92.02,5,fo,,,,,,,,
122,3035630612,jJAI1364RojbYszw/mD3Uw,39.50,6,fo,,,,,,,,
124,3035630814,FAcofD/LqNoW2lBvILzZNg,107.60,3,ca,1.0,ch,,ra,"(3.25, -2.25)",,,4.75
125,3035630814,jJAI1364RojbYszw/mD3Uw,14.50,5,fo,0.5,,,,,,,
126,3035630814,tUKQYw4MHJ4Iqw+CKv5hRw,44.50,6,ch,1.0,ch,,befo,1.0,,,
127,3035630814,8kYt+GCC9wgUgD+EoviQIQ,41.25,7,fo,,,,,,,,
128,3035630814,DC3JBlsvSNHEHhHai36bGw,102.21,8,ca,1.0,ch,,fo,,,,
129,3035630814,iJAW3EblFvQQ08NiDCumuQ,156.30,9,fo,,,,,,,,
130,3035630814,htZ2ZH1E3LCmcdhAOtllkQ,129.48,1,fo,,,,,,,,
131,3035630814,KX/0x8JtlabNJOZ7jkDHaw,183.60,2,fo,,,,,,,,
133,3035629722,iwXCq/1JV0liO4FIwKf6og,178.60,6,ra,"(3.5, -2.5)",,,,,,,2.50
134,3035629722,qoIZizyRrSWFhTV7ehXVnw,292.79,2,fo,0.5,,,,,,,
135,3035629722,dmWdJV0KcZAJMusOD/U9VA,151.45,3,fo,1.0,,,,,,,
136,3035629722,7vz79ENDdffUFcvXF6dYDg,100.75,4,fo,,,,,,,,
137,3035629722,AxAa2BuOAJfxqwZ7Mj5rdA,232.75,5,fo,,,,,,,,
139,3035631264,MNZxOHUPRdX1SwSj3v8z8A,90.75,4,ca,1.0,ch,,ca,3.5,ch,,
140,3035631264,7vz79ENDdffUFcvXF6dYDg,99.60,5,fo,0.5,,,,,,,
141,3035631264,Q5L3pamrkmUogFRqCjK0bg,72.85,6,ch,1.0,ch,,be,3.5,ch,,"('Qs', '2h')"
142,3035631264,HQg4dAYPUt6c2wXfx8Qp2A,123.43,1,fo,,,,,,,,
143,3035631264,g86RXhgxX/rkvXugFXNsxw,34.42,2,ca,1.0,ch,,ca,3.5,ch,,"(('10h', '8d'), 12.8)"
145,3035630248,qoIZizyRrSWFhTV7ehXVnw,292.29,2,fo,,,,,,,,
146,3035630248,dmWdJV0KcZAJMusOD/U9VA,150.45,3,fo,0.5,,,,,,,
147,3035630248,7vz79ENDdffUFcvXF6dYDg,100.75,4,fo,1.0,,,,,,,
148,3035630248,AxAa2BuOAJfxqwZ7Mj5rdA,232.75,5,fo,,,,,,,,
149,3035630248,iwXCq/1JV0liO4FIwKf6og,180.10,6,ra,"(3.5, -2.5)",,,,,,,2.50
151,3035630140,C2DZvkqLeaUkp9r6bVedEQ,53.10,5,fo,,,,,,,,
152,3035630140,MUFVpiLTXTYMXm6ZwKwaTw,117.85,6,ca,"(0.5, 0.5)",chfo,,,,,,
153,3035630140,TpOuEuYtRyG/f/Chlh3tZg,76.95,1,ch,1.0,chfo,,,,,,
154,3035630140,sIoePhfMvk1ycN8r5dontA,77.20,2,ca,1.0,be,"(3.0, -3.0)",,,,,2.85
155,3035630140,XWNqnmRJqiPB5SX3r8RV4A,38.40,3,fo,,,,,,,,
156,3035630140,HQg4dAYPUt6c2wXfx8Qp2A,125,4,fo,,,,,,,,
158,3035630758,dmWdJV0KcZAJMusOD/U9VA,149.95,3,fo,,,,,,,,
159,3035630758,7vz79ENDdffUFcvXF6dYDg,99.75,4,fo,0.5,,,,,,,
160,3035630758,AxAa2BuOAJfxqwZ7Mj5rdA,232.75,5,ch,1.0,ch,,ch,,ch,,"('8h', '2d')"
161,3035630758,iwXCq/1JV0liO4FIwKf6og,181.60,6,fo,,,,,,,,
162,3035630758,qoIZizyRrSWFhTV7ehXVnw,292.29,2,ca,1.0,ch,,ch,,ch,,"(('Ah', 'Ad'), 2.4)"
164,3035632562,Ls2nv9Ik+badjCfyUCMSkg,193.50,2,ra,"(3.5, -2.5)",,,,,,,2.50
165,3035632562,kKYdRwOhp4oxM/8Fev0SyQ,114.20,3,fo,0.5,,,,,,,
166,3035632562,HQg4dAYPUt6c2wXfx8Qp2A,151.26,4,fo,1.0,,,,,,,
167,3035632562,jJAI1364RojbYszw/mD3Uw,39.50,6,fo,,,,,,,,
168,3035632562,0259Ri9eear1L/kUvSp3fw,75.36,1,fo,,,,,,,,
170,3035632350,KX/0x8JtlabNJOZ7jkDHaw,85,1,fo,,,,,,,,
171,3035632350,9kGpt+XUpavowCzDUv23cw,268.59,2,ca,"(0.5, 0.5)",be,"(2.0, -2.0)",,,,,1.90
172,3035632350,arrhJBpX5+1wZC0mSrIBZg,424.80,3,ch,1.0,fo,,,,,,
173,3035632350,tUKQYw4MHJ4Iqw+CKv5hRw,28.55,4,fo,,,,,,,,
174,3035632350,IDLLo8J+gjgfhsvySiMx1Q,131.50,5,fo,,,,,,,,
175,3035632350,elzjf7ECLeQKbtm3Wkijkg,113,6,fo,,,,,,,,
176,3035632350,jHnx48lMTaPZLBNypgAVHg,35.90,8,fo,,,,,,,,
177,3035632350,jJAI1364RojbYszw/mD3Uw,55.10,9,fo,,,,,,,,
179,3035633148,kKYdRwOhp4oxM/8Fev0SyQ,113.70,3,fo,,,,,,,,
180,3035633148,HQg4dAYPUt6c2wXfx8Qp2A,150.26,4,fo,0.5,,,,,,,
181,3035633148,jJAI1364RojbYszw/mD3Uw,39.50,6,,1.0,,,,,,,1.50
182,3035633148,0259Ri9eear1L/kUvSp3fw,75.36,1,fo,,,,,,,,
183,3035633148,Ls2nv9Ik+badjCfyUCMSkg,195,2,fo,,,,,,,,
185,3035632652,7vz79ENDdffUFcvXF6dYDg,99.10,5,fo,,,,,,,,
186,3035632652,Q5L3pamrkmUogFRqCjK0bg,68.35,6,cafo,"(0.5, 0.5)",,,,,,,
187,3035632652,HQg4dAYPUt6c2wXfx8Qp2A,123.43,1,ra,"(1.0, 4.0)",ch,,ch,,be,"(7.0, -7.0)",9.95
188,3035632652,g86RXhgxX/rkvXugFXNsxw,42.72,2,fo,,,,,,,,
189,3035632652,MNZxOHUPRdX1SwSj3v8z8A,86.25,4,caca,"(1.0, 4.0)",ch,,ch,,fo,,
191,3035633230,jJAI1364RojbYszw/mD3Uw,14,5,fo,,,,,,,,
192,3035633230,tUKQYw4MHJ4Iqw+CKv5hRw,42.50,6,caca,"((0.5, 0.5), 3.0)",chca,9.5,chca,27.75,,,"('Kd', 'Kh')"
193,3035633230,8kYt+GCC9wgUgD+EoviQIQ,41.25,7,ra,"(1.0, 3.0)",be,9.5,be,27.75,,,"(('5h', 'Ah'), 80.5)"
194,3035633230,DC3JBlsvSNHEHhHai36bGw,101.21,8,fo,,,,,,,,
195,3035633230,iJAW3EblFvQQ08NiDCumuQ,156.30,9,fo,,,,,,,,
196,3035633230,htZ2ZH1E3LCmcdhAOtllkQ,129.48,1,fo,,,,,,,,
197,3035633230,KX/0x8JtlabNJOZ7jkDHaw,183.60,2,fo,,,,,,,,
198,3035633230,FAcofD/LqNoW2lBvILzZNg,110.35,3,fo,,,,,,,,
199,3035633230,5qB4lW+EJOMVz9tmIS4+5g,159.70,4,chfo,1.5,,,,,,,
201,3035631188,7o651P4boRE9SLBrnhBw1g,63.93,7,fo,,,,,,,,
202,3035631188,KX/0x8JtlabNJOZ7jkDHaw,104.61,8,fo,0.5,,,,,,,
203,3035631188,VE3UU93i7hzpWDRFio0ZfA,131.35,9,ca,"(1.0, 2.5)",ch,,chfo,,,,
204,3035631188,mK/284M+PvERqpedz2vCvg,199,1,ra,3.5,ch,,be,"(5.0, -5.0)",,,6.65
205,3035631188,ttoADHGfCIyetBEz6v2J8A,19.15,2,fo,,,,,,,,
206,3035631188,jJAI1364RojbYszw/mD3Uw,46.35,3,fo,,,,,,,,
207,3035631188,9kGpt+XUpavowCzDUv23cw,294.85,4,fo,,,,,,,,
208,3035631188,S33dLcVTq0RT7o3L1XyGzA,44.95,5,fo,,,,,,,,
209,3035631188,v5r0pAobFTmGmX+ESaHqrw,123.65,6,fo,,,,,,,,
211,3035632094,7vz79ENDdffUFcvXF6dYDg,99.25,4,fo,,,,,,,,
212,3035632094,AxAa2BuOAJfxqwZ7Mj5rdA,231.75,5,ca,"(0.5, 0.5)",be,"(1.0, -1.0)",,,,,2.85
213,3035632094,iwXCq/1JV0liO4FIwKf6og,181.60,6,ch,1.0,fo,,,,,,
214,3035632094,qoIZizyRrSWFhTV7ehXVnw,293.69,2,ca,1.0,fo,,,,,,
215,3035632094,dmWdJV0KcZAJMusOD/U9VA,149.95,3,fo,,,,,,,,
217,3035633876,HQg4dAYPUt6c2wXfx8Qp2A,149.76,4,fo,,,,,,,,
218,3035633876,jJAI1364RojbYszw/mD3Uw,40,6,fo,0.5,,,,,,,
219,3035633876,0259Ri9eear1L/kUvSp3fw,75.36,1,ch,1.0,ch,,be,1.0,ch,,"(('4h', '8h'), 2.15)"
220,3035633876,Ls2nv9Ik+badjCfyUCMSkg,195,2,ca,1.0,ch,,ca,1.0,ch,,"(('7d', '6d'), 2.15)"
221,3035633876,kKYdRwOhp4oxM/8Fev0SyQ,113.70,3,fo,,,,,,,,
223,3035631882,MUFVpiLTXTYMXm6ZwKwaTw,116.85,6,fo,,,,,,,,
224,3035631882,TpOuEuYtRyG/f/Chlh3tZg,75.95,1,fo,0.5,,,,,,,
225,3035631882,sIoePhfMvk1ycN8r5dontA,79.05,2,ca,"(1.0, 2.5)",chfo,,,,,,
226,3035631882,XWNqnmRJqiPB5SX3r8RV4A,38.40,3,fo,,,,,,,,
227,3035631882,HQg4dAYPUt6c2wXfx8Qp2A,125,4,ra,3.5,be,"(4.0, -4.0)",,,,,6.65
228,3035631882,C2DZvkqLeaUkp9r6bVedEQ,53.10,5,fo,,,,,,,,
230,3035633522,9kGpt+XUpavowCzDUv23cw,269.49,2,ca,1.0,ra,"(12.0, -8.0)",,,,,15.65
231,3035633522,arrhJBpX5+1wZC0mSrIBZg,423.80,3,ca,"(0.5, 0.5)",chfo,,,,,,
232,3035633522,tUKQYw4MHJ4Iqw+CKv5hRw,28.55,4,ch,1.0,chfo,,,,,,
233,3035633522,IDLLo8J+gjgfhsvySiMx1Q,131.50,5,ca,1.0,befo,4.0,,,,,
234,3035633522,elzjf7ECLeQKbtm3Wkijkg,113,6,fo,,,,,,,,
235,3035633522,jHnx48lMTaPZLBNypgAVHg,35.90,8,ca,1.0,cafo,4.0,,,,,
236,3035633522,jJAI1364RojbYszw/mD3Uw,55.10,9,fo,,,,,,,,
237,3035633522,KX/0x8JtlabNJOZ7jkDHaw,85,1,fo,,,,,,,,
239,3035633680,Q5L3pamrkmUogFRqCjK0bg,67.35,6,fo,,,,,,,,
240,3035633680,HQg4dAYPUt6c2wXfx8Qp2A,128.38,1,ca,"(0.5, 3.5)",chfo,,,,,,
241,3035633680,g86RXhgxX/rkvXugFXNsxw,42.72,2,ca,"(1.0, 3.0)",chfo,,,,,,
242,3035633680,MNZxOHUPRdX1SwSj3v8z8A,81.25,4,caca,"(1.0, 3.0)",be,"(3.0, -3.0)",,,,,14.70
243,3035633680,7vz79ENDdffUFcvXF6dYDg,99.10,5,ra,4.0,fo,,,,,,
245,3035632444,KX/0x8JtlabNJOZ7jkDHaw,104.11,8,fo,,,,,,,,
246,3035632444,VE3UU93i7hzpWDRFio0ZfA,127.85,9,fo,0.5,,,,,,,
247,3035632444,mK/284M+PvERqpedz2vCvg,202.15,1,ca,"(1.0, 3.5)",ch,,chfo,,,,
248,3035632444,ttoADHGfCIyetBEz6v2J8A,19.15,2,caca,"(1.0, 3.5)",ch,,be,14.0,ra,0.65,"(('9c', '9h'), 40.65)"
249,3035632444,jJAI1364RojbYszw/mD3Uw,46.35,3,ra,4.5,ch,,ca,14.0,ca,0.65,
250,3035632444,9kGpt+XUpavowCzDUv23cw,294.85,4,fo,,,,,,,,
251,3035632444,S33dLcVTq0RT7o3L1XyGzA,44.95,5,fo,,,,,,,,
252,3035632444,v5r0pAobFTmGmX+ESaHqrw,123.65,6,fo,,,,,,,,
253,3035632444,7o651P4boRE9SLBrnhBw1g,63.93,7,fo,,,,,,,,
255,3035633002,AxAa2BuOAJfxqwZ7Mj5rdA,233.60,5,fo,,,,,,,,
256,3035633002,iwXCq/1JV0liO4FIwKf6og,180.60,6,fo,0.5,,,,,,,
257,3035633002,qoIZizyRrSWFhTV7ehXVnw,292.69,2,fo,1.0,,,,,,,
258,3035633002,dmWdJV0KcZAJMusOD/U9VA,149.95,3,fo,,,,,,,,
259,3035633002,7vz79ENDdffUFcvXF6dYDg,99.25,4,ra,"(3.5, -2.5)",,,,,,,2.50
261,3035632834,TpOuEuYtRyG/f/Chlh3tZg,75.45,1,fo,,,,,,,,
262,3035632834,sIoePhfMvk1ycN8r5dontA,75.55,2,ca,"(0.5, 0.5)",ch,,ch,,be,5.0,"(('9c', '10s'), 10.9)"
263,3035632834,XWNqnmRJqiPB5SX3r8RV4A,38.40,3,ch,1.0,ch,,ch,,ca,5.0,
264,3035632834,HQg4dAYPUt6c2wXfx8Qp2A,128.15,4,fo,,,,,,,,
265,3035632834,C2DZvkqLeaUkp9r6bVedEQ,53.10,5,fo,,,,,,,,
266,3035632834,MUFVpiLTXTYMXm6ZwKwaTw,116.85,6,fo,,,,,,,,
268,3035633604,iwXCq/1JV0liO4FIwKf6og,180.10,6,fo,,,,,,,,
269,3035633604,qoIZizyRrSWFhTV7ehXVnw,291.69,2,ca,"(0.5, 0.5)",ch,,chra,"(6.0, -3.0)",,,8.05
270,3035633604,dmWdJV0KcZAJMusOD/U9VA,149.95,3,ch,1.0,ch,,chfo,,,,
271,3035633604,7vz79ENDdffUFcvXF6dYDg,100.75,4,fo,,,,,,,,
272,3035633604,AxAa2BuOAJfxqwZ7Mj5rdA,233.60,5,ca,1.0,ch,,befo,3.0,,,
274,3035635446,tUKQYw4MHJ4Iqw+CKv5hRw,1.25,6,ra,1.25,,,,,,,"('10h', '8c')"
275,3035635446,8kYt+GCC9wgUgD+EoviQIQ,80.50,7,caca,"((0.5, 0.75), 5.25)",chfo,,,,,,
276,3035635446,DC3JBlsvSNHEHhHai36bGw,101.21,8,ra,"(1.0, 5.5)",be,"(14.0, -14.0)",,,,,"((('Kc', 'Kd'), 9.99), 4.96)"
277,3035635446,iJAW3EblFvQQ08NiDCumuQ,156.30,9,cafo,1.0,,,,,,,
278,3035635446,htZ2ZH1E3LCmcdhAOtllkQ,129.48,1,cafo,1.0,,,,,,,
279,3035635446,KX/0x8JtlabNJOZ7jkDHaw,183.60,2,fo,,,,,,,,
280,3035635446,FAcofD/LqNoW2lBvILzZNg,110.35,3,fo,,,,,,,,
281,3035635446,5qB4lW+EJOMVz9tmIS4+5g,158.20,4,fo,,,,,,,,
282,3035635446,jJAI1364RojbYszw/mD3Uw,14,5,fo,,,,,,,,
284,3035634916,HQg4dAYPUt6c2wXfx8Qp2A,124.38,1,fo,,,,,,,,
285,3035634916,g86RXhgxX/rkvXugFXNsxw,38.72,2,ca,"(0.5, 0.5)",chca,3.0,ch,,,,
286,3035634916,MNZxOHUPRdX1SwSj3v8z8A,91.95,4,ch,1.0,chfo,,,,,,
287,3035634916,7vz79ENDdffUFcvXF6dYDg,95.10,5,fo,,,,,,,,
288,3035634916,Q5L3pamrkmUogFRqCjK0bg,67.35,6,ca,1.0,be,3.0,be,"(9.0, -9.0)",,,8.05
290,3035636176,jJAI1364RojbYszw/mD3Uw,39.50,6,fo,,,,,,,,
291,3035636176,0259Ri9eear1L/kUvSp3fw,75.51,1,fo,0.5,,,,,,,
292,3035636176,Ls2nv9Ik+badjCfyUCMSkg,195.15,2,fo,1.0,,,,,,,
293,3035636176,kKYdRwOhp4oxM/8Fev0SyQ,113.70,3,caca,"(1.0, 3.5)",ch,,ch,,ch,,"('4h', '4c')"
294,3035636176,HQg4dAYPUt6c2wXfx8Qp2A,149.76,4,ra,4.5,ch,,ch,,ch,,"(('9d', '9s'), 9.5)"
296,3035635776,arrhJBpX5+1wZC0mSrIBZg,422.80,3,fo,,,,,,,,
297,3035635776,tUKQYw4MHJ4Iqw+CKv5hRw,27.55,4,ca,"(0.5, 0.5)",ch,,ch,,chfo,,
298,3035635776,IDLLo8J+gjgfhsvySiMx1Q,126.50,5,ch,1.0,ch,,ch,,chfo,,
