,TimeStamp,PlayerName,StartChips,Seat,PC,PCVal,Flop,FlopVal,Turn,TurnVal,River,RiverVal,Cards
27,3036569838,IRMjAwuLYKvUi+z86ekgvw,112.90,5,ca,"(1.0, 2.0)",ch,,chca,5.0,ch,,"(('Ks', 'Ac'), 15.2)"
28,3036569838,Clcozat6wuWEVPhkWUAv/g,51.13,6,fo,,,,,,,,
29,3036569838,/6TXEQSTjvWYl/7evFGm5g,66.10,1,ra,3.0,ch,,be,5.0,ch,,
30,3036569838,q7DjvrdVSfraOz33YEtI3w,136.15,2,fo,,,,,,,,
32,3036566896,R7hjjirE5zAO7n7jd9IEbQ,86.10,4,fo,,,,,,,,
33,3036566896,bWJCQCqHZHt9mrQxV6ImRg,161.76,5,ra,"(0.5, 2.5)",be,"(3.0, -3.0)",,,,,5.20
34,3036566896,K6g8SSEKNJM+mB0DC3k1eg,116.20,6,ca,"(1.0, 2.0)",fo,,,,,,
35,3036566896,7o+yGBmGhhCJTc9xZRMwOw,104.60,2,fo,,,,,,,,
37,3036573254,j/8HjpDlaRox/ZQ8K9mrlg,498.45,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
38,3036573254,BIKFfnQvyn9+ELM5Qjumew,195.85,4,fo,1.0,,,,,,,
40,3036573654,xRuInM79JfqUYlHFnwmg0Q,237.80,4,ca,"(0.5, 0.5)",ch,,ch,,ch,,
41,3036573654,i8ihv/wYcUsA+lRe6+iMYg,303.60,6,ch,1.0,ch,,ch,,ch,,"(('10s', '7d'), 1.9)"
43,3036573712,BIKFfnQvyn9+ELM5Qjumew,194.85,4,ra,"((0.5, 1.5), -1.0)",,,,,,,2
44,3036573712,j/8HjpDlaRox/ZQ8K9mrlg,499.45,6,fo,1.0,,,,,,,
46,3036556222,K6g8SSEKNJM+mB0DC3k1eg,92.20,5,ra,"(3.5, -2.5)",,,,,,,2.50
47,3036556222,dPft7g2lbDhkes7WOvCpKA,110,6,fo,0.5,,,,,,,
48,3036556222,hvG5Otm1GAgI1qTOUQn+gQ,133.40,1,fo,1.0,,,,,,,
49,3036556222,eh6c6ytWQ1PvwWo56yNrHA,247.75,2,fo,,,,,,,,
50,3036556222,q7DjvrdVSfraOz33YEtI3w,106.65,3,fo,,,,,,,,
51,3036556222,PbhDdwePL0JJEG5NgASvKw,38.35,4,fo,,,,,,,,
53,3036574148,j/8HjpDlaRox/ZQ8K9mrlg,498.45,6,fo,0.5,,,,,,,
54,3036574148,BIKFfnQvyn9+ELM5Qjumew,195.85,4,,1.0,,,,,,,1.50
56,3036574540,i8ihv/wYcUsA+lRe6+iMYg,304.50,6,ra,"((0.5, 1.5), -1.0)",,,,,,,2
57,3036574540,xRuInM79JfqUYlHFnwmg0Q,236.80,4,fo,1.0,,,,,,,
59,3036574536,BIKFfnQvyn9+ELM5Qjumew,196.35,4,rafo,"(0.5, 1.5)",,,,,,,
60,3036574536,j/8HjpDlaRox/ZQ8K9mrlg,497.95,6,ra,"((1.0, 7.0), -6.0)",,,,,,,4
62,3036556902,Tc69lc8lChNrgXnKvsPOwA,179.95,1,fo,,,,,,,,
63,3036556902,Z0nHj+AjOKZrnj8PxwyjTQ,48.15,2,raca,"((0.5, 2.5), 7.0)",chfo,,,,,,
64,3036556902,kdQtkVQUEkCA/lM1mbZooQ,107.10,3,ra,"(1.0, 9.0)",be,"(11.0, -11.0)",,,,,18.50
65,3036556902,p7tW8a9G4XZ9afzYEnSCRQ,78.10,4,fo,,,,,,,,
66,3036556902,UclQ2X1yLD9Ly8X+/UOX8Q,38.85,5,fo,,,,,,,,
67,3036556902,9GqxeZdEybKVcREg88iLsg,35.60,6,fo,,,,,,,,
69,3036568634,bWJCQCqHZHt9mrQxV6ImRg,163.96,5,fo,,,,,,,,
70,3036568634,K6g8SSEKNJM+mB0DC3k1eg,113.20,6,fo,0.5,,,,,,,
71,3036568634,14RgsVHDU+LxCVnhlB/4OA,200,1,,1.0,,,,,,,1.50
72,3036568634,7o+yGBmGhhCJTc9xZRMwOw,104.60,2,fo,,,,,,,,
73,3036568634,R7hjjirE5zAO7n7jd9IEbQ,86.10,4,fo,,,,,,,,
75,3036557306,dPft7g2lbDhkes7WOvCpKA,109.50,6,fo,,,,,,,,
76,3036557306,hvG5Otm1GAgI1qTOUQn+gQ,132.40,1,fo,0.5,,,,,,,
77,3036557306,eh6c6ytWQ1PvwWo56yNrHA,247.75,2,fo,1.0,,,,,,,
78,3036557306,q7DjvrdVSfraOz33YEtI3w,106.65,3,ra,"(3.5, -2.5)",,,,,,,2.50
79,3036557306,PbhDdwePL0JJEG5NgASvKw,38.35,4,fo,,,,,,,,
80,3036557306,K6g8SSEKNJM+mB0DC3k1eg,93.70,5,fo,,,,,,,,
82,3036575118,j/8HjpDlaRox/ZQ8K9mrlg,499.95,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
83,3036575118,BIKFfnQvyn9+ELM5Qjumew,194.35,4,fo,1.0,,,,,,,
85,3036575164,xRuInM79JfqUYlHFnwmg0Q,235.80,4,fo,0.5,,,,,,,
86,3036575164,i8ihv/wYcUsA+lRe6+iMYg,305.50,6,,1.0,,,,,,,1.50
88,3036575562,i8ihv/wYcUsA+lRe6+iMYg,306,6,ra,"(0.5, 2.5)",ch,,ch,,be,4.0,"(('10s', '10c'), 13.5)"
89,3036575562,xRuInM79JfqUYlHFnwmg0Q,235.30,4,ca,"(1.0, 2.0)",ch,,ch,,chca,4.0,
91,3036575644,BIKFfnQvyn9+ELM5Qjumew,193.35,4,rafo,"(0.5, 1.5)",,,,,,,
92,3036575644,j/8HjpDlaRox/ZQ8K9mrlg,500.95,6,ra,"((1.0, 7.0), -6.0)",,,,,,,4
94,3036569790,K6g8SSEKNJM+mB0DC3k1eg,112.70,6,ra,"(5.5, -4.5)",,,,,,,3.50
95,3036569790,14RgsVHDU+LxCVnhlB/4OA,200.50,1,fo,0.5,,,,,,,
96,3036569790,7o+yGBmGhhCJTc9xZRMwOw,104.60,2,fo,1.0,,,,,,,
97,3036569790,R7hjjirE5zAO7n7jd9IEbQ,86.10,4,cafo,1.0,,,,,,,
98,3036569790,bWJCQCqHZHt9mrQxV6ImRg,163.96,5,fo,,,,,,,,
100,3036576152,j/8HjpDlaRox/ZQ8K9mrlg,502.95,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
101,3036576152,BIKFfnQvyn9+ELM5Qjumew,191.35,4,fo,1.0,,,,,,,
103,3036576624,BIKFfnQvyn9+ELM5Qjumew,190.35,4,ra,"(0.5, 1.5)",be,4.0,be,"(8.0, -8.0)",,,11.50
104,3036576624,j/8HjpDlaRox/ZQ8K9mrlg,503.95,6,ca,"(1.0, 1.0)",chca,4.0,chfo,,,,
106,3036576738,xRuInM79JfqUYlHFnwmg0Q,228.30,4,ra,"((0.5, 10.0), -9.5)",,,,,,,2
107,3036576738,i8ihv/wYcUsA+lRe6+iMYg,312.50,6,fo,1.0,,,,,,,
109,3036558560,Z0nHj+AjOKZrnj8PxwyjTQ,38.15,2,ca,4.0,ca,6.0,be,"(28.15, -2.55)",,,"(('Kd', '9c'), 69.2)"
110,3036558560,kdQtkVQUEkCA/lM1mbZooQ,115.60,3,fo,0.5,,,,,,,
111,3036558560,p7tW8a9G4XZ9afzYEnSCRQ,78.10,4,fo,1.0,,,,,,,
112,3036558560,UclQ2X1yLD9Ly8X+/UOX8Q,38.85,5,fo,,,,,,,,
113,3036558560,9GqxeZdEybKVcREg88iLsg,35.60,6,ra,4.0,be,6.0,be,25.6,,,"('Ah', '10d')"
114,3036558560,Tc69lc8lChNrgXnKvsPOwA,179.95,1,fo,,,,,,,,
116,3036573602,djknr87IMkGf3mR3/qOB5Q,32.60,4,fo,,,,,,,,
117,3036573602,IRMjAwuLYKvUi+z86ekgvw,120.10,5,fo,0.5,,,,,,,
118,3036573602,Clcozat6wuWEVPhkWUAv/g,51.13,6,ca,"(1.0, 2.0)",ch,,chfo,,,,
119,3036573602,/6TXEQSTjvWYl/7evFGm5g,58.10,1,ra,3.0,ch,,be,"(4.0, -4.0)",,,5.70
120,3036573602,q7DjvrdVSfraOz33YEtI3w,136.15,2,fo,,,,,,,,
121,3036573602,eh6c6ytWQ1PvwWo56yNrHA,218.20,3,fo,,,,,,,,
123,3036558684,hvG5Otm1GAgI1qTOUQn+gQ,131.90,1,ra,"(2.0, -1.0)",,,,,,,2.50
124,3036558684,eh6c6ytWQ1PvwWo56yNrHA,246.75,2,fo,0.5,,,,,,,
125,3036558684,q7DjvrdVSfraOz33YEtI3w,108.15,3,fo,1.0,,,,,,,
126,3036558684,PbhDdwePL0JJEG5NgASvKw,38.35,4,fo,,,,,,,,
127,3036558684,K6g8SSEKNJM+mB0DC3k1eg,93.70,5,fo,,,,,,,,
128,3036558684,dPft7g2lbDhkes7WOvCpKA,109.50,6,fo,,,,,,,,
130,3036570720,14RgsVHDU+LxCVnhlB/4OA,200,1,ra,3.5,be,"(10.5, -10.5)",,,,,9.50
131,3036570720,7o+yGBmGhhCJTc9xZRMwOw,103.60,2,ca,"(0.5, 3.0)",chfo,,,,,,
132,3036570720,Q5L3pamrkmUogFRqCjK0bg,40,3,ca,"(1.0, 2.5)",chfo,,,,,,
133,3036570720,R7hjjirE5zAO7n7jd9IEbQ,85.10,4,fo,,,,,,,,
134,3036570720,bWJCQCqHZHt9mrQxV6ImRg,163.96,5,fo,,,,,,,,
135,3036570720,K6g8SSEKNJM+mB0DC3k1eg,115.20,6,fo,,,,,,,,
137,3036577268,i8ihv/wYcUsA+lRe6+iMYg,311.50,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
138,3036577268,xRuInM79JfqUYlHFnwmg0Q,229.30,4,fo,1.0,,,,,,,
140,3036559302,17/3ut281eABzfhapxw4bw,126.60,1,fo,,,,,,,,
141,3036559302,q7DjvrdVSfraOz33YEtI3w,80.25,2,fo,0.5,,,,,,,
142,3036559302,SSIsRZtWFuvlvwwLu4UyXQ,170.05,3,fo,1.0,,,,,,,
143,3036559302,dPft7g2lbDhkes7WOvCpKA,105.50,4,fo,,,,,,,,
144,3036559302,iwXCq/1JV0liO4FIwKf6og,298.37,5,ra,"(3.5, -2.5)",,,,,,,2.50
145,3036559302,rVueJ8AC7w9Q2ZSkvZuv1g,44,6,fo,,,,,,,,
147,3036577716,xRuInM79JfqUYlHFnwmg0Q,228.30,4,fo,0.5,,,,,,,
148,3036577716,i8ihv/wYcUsA+lRe6+iMYg,312.50,6,,1.0,,,,,,,1.50
150,3036559648,IRMjAwuLYKvUi+z86ekgvw,76.70,8,ra,3.0,ch,,fo,,,,
151,3036559648,R2WtWE+6NYlt4/YHMpnsAQ,117.35,9,fo,0.5,,,,,,,
152,3036559648,246i06+qR/eim1c+rM7tTg,83.55,1,ca,"(1.0, 2.0)",ch,,be,"(4.75, -4.75)",,,8.55
153,3036559648,PlUNwpktWubhMZcwWIJGbw,32.86,2,fo,,,,,,,,
154,3036559648,Q1wMNadv0MqRUDF/XFX2sQ,144.30,3,fo,,,,,,,,
155,3036559648,K+xKH+v9giGAZhVCQ/HIvA,77,4,fo,,,,,,,,
156,3036559648,cj8PFnDXSLQOM6J5y46H0g,43,5,fo,,,,,,,,
157,3036559648,DTn8ms2ooz0h4sXDL+m3Fw,104.75,6,fo,,,,,,,,
158,3036559648,KV6ayN/9pI4yJOH7PEGLNw,37.05,7,caca,"(1.0, 2.0)",ch,,fo,,,,
160,3036577902,j/8HjpDlaRox/ZQ8K9mrlg,497.95,6,ra,"(0.5, 2.5)",be,"(4.0, -4.0)",,,,,5.70
161,3036577902,BIKFfnQvyn9+ELM5Qjumew,195.85,4,ca,"(1.0, 2.0)",chfo,,,,,,
163,3036578068,i8ihv/wYcUsA+lRe6+iMYg,313,6,ra,"(0.5, 2.5)",ca,2.5,fo,,,,
164,3036578068,xRuInM79JfqUYlHFnwmg0Q,227.80,4,ca,"(1.0, 2.0)",be,2.5,be,"(2.5, -2.5)",,,10.50
166,3036560136,BRKGdKLCbwRMR8WOKlt1ZA,198.90,6,fo,,,,,,,,
167,3036560136,sSZBJzpy1ZH4aGvCJdw9qw,216.05,7,fo,0.5,,,,,,,
168,3036560136,uWhRg5ZstkiUIL1M+DTi6Q,89.95,8,fo,1.0,,,,,,,
169,3036560136,PRAAWc6k6cCZQQYiDIFxAA,38.45,9,fo,,,,,,,,
170,3036560136,LT221YrZPBSgJyrBLTEuSA,75,1,fo,,,,,,,,
171,3036560136,w2bF7G9JKNM8nw9+zVMkEw,77.06,2,fo,,,,,,,,
172,3036560136,a008t2aO2qD7hmp7xt5oEA,200.35,3,fo,,,,,,,,
173,3036560136,1b84VBN1xftLtjOgGMOFKQ,34.25,4,fo,,,,,,,,
174,3036560136,H/B5jPpFi4MC5KO67kSP7Q,57.50,5,ra,"(4.0, -3.0)",,,,,,,2.50
176,3036572282,E0spP22N3S+ytboposubfQ,16.38,4,ca,1.0,ch,,ch,,ca,1.0,
177,3036572282,sSZBJzpy1ZH4aGvCJdw9qw,185.05,5,fo,0.5,,,,,,,
178,3036572282,a008t2aO2qD7hmp7xt5oEA,147.27,6,ch,1.0,ch,,ch,,be,1.0,"(('8c', 'Kd'), 4.3)"
179,3036572282,7o651P4boRE9SLBrnhBw1g,142.85,7,fo,,,,,,,,
180,3036572282,H/B5jPpFi4MC5KO67kSP7Q,54.63,8,fo,,,,,,,,
181,3036572282,DFKDVxwA14x0Ag1TTN8hPA,102.35,9,fo,,,,,,,,
182,3036572282,LT221YrZPBSgJyrBLTEuSA,70.50,1,fo,,,,,,,,
183,3036572282,1TF3Z/vrIfbOvTFusV7gXA,132.45,2,fo,,,,,,,,
184,3036572282,xqSCt+f2FZu8XKTg6KnFBA,150.12,3,fo,,,,,,,,
186,3036560256,q7DjvrdVSfraOz33YEtI3w,79.75,2,fo,,,,,,,,
187,3036560256,SSIsRZtWFuvlvwwLu4UyXQ,169.05,3,cafo,"(0.5, 0.5)",,,,,,,
188,3036560256,dPft7g2lbDhkes7WOvCpKA,105.50,4,ra,"(1.0, 5.0)",be,"(8.0, -8.0)",,,,,11.85
189,3036560256,iwXCq/1JV0liO4FIwKf6og,299.87,5,caca,"(1.0, 5.0)",fo,,,,,,
190,3036560256,rVueJ8AC7w9Q2ZSkvZuv1g,44,6,fo,,,,,,,,
191,3036560256,17/3ut281eABzfhapxw4bw,126.60,1,fo,,,,,,,,
193,3036560230,eh6c6ytWQ1PvwWo56yNrHA,246.25,2,fo,,,,,,,,
194,3036560230,q7DjvrdVSfraOz33YEtI3w,107.15,3,ra,"((0.5, 2.5), -2.0)",,,,,,,2
195,3036560230,PbhDdwePL0JJEG5NgASvKw,38.35,4,fo,1.0,,,,,,,
196,3036560230,K6g8SSEKNJM+mB0DC3k1eg,93.70,5,fo,,,,,,,,
197,3036560230,dPft7g2lbDhkes7WOvCpKA,109.50,6,fo,,,,,,,,
198,3036560230,hvG5Otm1GAgI1qTOUQn+gQ,133.40,1,fo,,,,,,,,
200,3036572596,7o+yGBmGhhCJTc9xZRMwOw,100.10,2,ra,2.0,be,1.0,ch,,bera,"((1.0, 11.5), -10.5)","(('Ah', 'As'), 9.5)"
201,3036572596,Q5L3pamrkmUogFRqCjK0bg,56.50,3,fo,0.5,,,,,,,
202,3036572596,R7hjjirE5zAO7n7jd9IEbQ,85.10,4,ca,"(1.0, 1.0)",chca,1.0,ch,,chrafo,2.0,
203,3036572596,bWJCQCqHZHt9mrQxV6ImRg,163.96,5,fo,,,,,,,,
204,3036572596,K6g8SSEKNJM+mB0DC3k1eg,115.20,6,fo,,,,,,,,
205,3036572596,14RgsVHDU+LxCVnhlB/4OA,206,1,fo,,,,,,,,
207,3036576014,IRMjAwuLYKvUi+z86ekgvw,119.60,5,fo,,,,,,,,
208,3036576014,Clcozat6wuWEVPhkWUAv/g,48.13,6,ca,"(0.5, 0.5)",ch,,ch,,be,"(3.0, -3.0)",1.90
209,3036576014,/6TXEQSTjvWYl/7evFGm5g,60.80,1,ch,1.0,ch,,ch,,fo,,
210,3036576014,q7DjvrdVSfraOz33YEtI3w,136.15,2,fo,,,,,,,,
211,3036576014,eh6c6ytWQ1PvwWo56yNrHA,218.20,3,fo,,,,,,,,
212,3036576014,djknr87IMkGf3mR3/qOB5Q,32.60,4,fo,,,,,,,,
214,3036578786,BIKFfnQvyn9+ELM5Qjumew,192.85,4,ra,"(0.5, 1.5)",bera,"((4.0, 22.0), -13.0)",,,,,29.50
215,3036578786,j/8HjpDlaRox/ZQ8K9mrlg,500.65,6,ca,"(1.0, 1.0)",chrafo,13.0,,,,,
217,3036579162,xRuInM79JfqUYlHFnwmg0Q,232.80,4,ca,"(0.5, 0.5)",ch,,ch,,ch,,"(('As', 'Jc'), 1.9)"
218,3036579162,i8ihv/wYcUsA+lRe6+iMYg,307.50,6,ch,1.0,ch,,ch,,ch,,"('Qh', '7s')"
220,3036579852,j/8HjpDlaRox/ZQ8K9mrlg,485.65,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
221,3036579852,BIKFfnQvyn9+ELM5Qjumew,207.35,4,fo,1.0,,,,,,,
223,3036580306,i8ihv/wYcUsA+lRe6+iMYg,306.50,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
224,3036580306,xRuInM79JfqUYlHFnwmg0Q,233.70,4,fo,1.0,,,,,,,
226,3036561820,kdQtkVQUEkCA/lM1mbZooQ,115.10,3,ra,3.0,ch,,ch,,fo,,
227,3036561820,p7tW8a9G4XZ9afzYEnSCRQ,77.10,4,ca,"(0.5, 2.5)",ch,,ch,,be,"(5.0, -5.0)",6.15
228,3036561820,UclQ2X1yLD9Ly8X+/UOX8Q,38.85,5,fo,1.0,,,,,,,
229,3036561820,Tc69lc8lChNrgXnKvsPOwA,179.95,1,fo,,,,,,,,
230,3036561820,Z0nHj+AjOKZrnj8PxwyjTQ,71.75,2,fo,,,,,,,,
232,3036577720,Clcozat6wuWEVPhkWUAv/g,49.03,6,fo,,,,,,,,
233,3036577720,/6TXEQSTjvWYl/7evFGm5g,59.80,1,ca,"(0.5, 0.5)",chfo,,,,,,
234,3036577720,q7DjvrdVSfraOz33YEtI3w,136.15,2,ch,1.0,be,"(2.0, -2.0)",,,,,1.90
235,3036577720,eh6c6ytWQ1PvwWo56yNrHA,218.20,3,fo,,,,,,,,
236,3036577720,djknr87IMkGf3mR3/qOB5Q,32.60,4,fo,,,,,,,,
237,3036577720,IRMjAwuLYKvUi+z86ekgvw,119.60,5,fo,,,,,,,,
239,3036561940,q7DjvrdVSfraOz33YEtI3w,108.15,3,fo,,,,,,,,
240,3036561940,PbhDdwePL0JJEG5NgASvKw,37.35,4,fo,0.5,,,,,,,
241,3036561940,K6g8SSEKNJM+mB0DC3k1eg,93.70,5,,1.0,,,,,,,1.50
242,3036561940,dPft7g2lbDhkes7WOvCpKA,109.50,6,fo,,,,,,,,
243,3036561940,hvG5Otm1GAgI1qTOUQn+gQ,133.40,1,fo,,,,,,,,
244,3036561940,eh6c6ytWQ1PvwWo56yNrHA,246.25,2,fo,,,,,,,,
246,3036580462,BIKFfnQvyn9+ELM5Qjumew,206.35,4,rara,"((0.5, 1.5), 14.0)",be,"(11.0, -11.0)",,,,,31.50
247,3036580462,j/8HjpDlaRox/ZQ8K9mrlg,486.65,6,raca,"((1.0, 7.0), 8.0)",chfo,,,,,,
249,3036562302,R2WtWE+6NYlt4/YHMpnsAQ,116.85,9,fo,,,,,,,,
250,3036562302,246i06+qR/eim1c+rM7tTg,89.10,1,ca,"(0.5, 4.0)",chfo,,,,,,
251,3036562302,PlUNwpktWubhMZcwWIJGbw,32.86,2,fo,1.0,,,,,,,
252,3036562302,Q1wMNadv0MqRUDF/XFX2sQ,144.30,3,fo,,,,,,,,
253,3036562302,K+xKH+v9giGAZhVCQ/HIvA,77,4,fo,,,,,,,,
254,3036562302,cj8PFnDXSLQOM6J5y46H0g,43,5,fo,,,,,,,,
255,3036562302,DTn8ms2ooz0h4sXDL+m3Fw,104.75,6,caca,"(1.0, 3.5)",chfo,,,,,,
256,3036562302,KV6ayN/9pI4yJOH7PEGLNw,34.05,7,fo,,,,,,,,
257,3036562302,IRMjAwuLYKvUi+z86ekgvw,73.70,8,ra,4.5,be,"(7.25, -7.25)",,,,,13.30
259,3036580744,xRuInM79JfqUYlHFnwmg0Q,232.70,4,ca,"(0.5, 0.5)",be,"(1.0, -1.0)",,,,,1.90
260,3036580744,i8ihv/wYcUsA+lRe6+iMYg,307.50,6,ch,1.0,chfo,,,,,,
262,3036562778,SSIsRZtWFuvlvwwLu4UyXQ,168.05,3,ra,3.5,be,"(8.0, -8.0)",,,,,9.50
263,3036562778,dPft7g2lbDhkes7WOvCpKA,111.35,4,ca,"(0.5, 3.0)",chfo,,,,,,
264,3036562778,iwXCq/1JV0liO4FIwKf6og,293.87,5,ca,"(1.0, 2.5)",chfo,,,,,,
265,3036562778,rVueJ8AC7w9Q2ZSkvZuv1g,44,6,fo,,,,,,,,
266,3036562778,17/3ut281eABzfhapxw4bw,126.60,1,fo,,,,,,,,
267,3036562778,q7DjvrdVSfraOz33YEtI3w,79.75,2,fo,,,,,,,,
269,3036562504,sSZBJzpy1ZH4aGvCJdw9qw,215.55,7,fo,,,,,,,,
270,3036562504,uWhRg5ZstkiUIL1M+DTi6Q,88.95,8,fo,0.5,,,,,,,
271,3036562504,PRAAWc6k6cCZQQYiDIFxAA,38.45,9,fo,1.0,,,,,,,
272,3036562504,LT221YrZPBSgJyrBLTEuSA,75,1,fo,,,,,,,,
273,3036562504,w2bF7G9JKNM8nw9+zVMkEw,77.06,2,cafo,1.0,,,,,,,
274,3036562504,a008t2aO2qD7hmp7xt5oEA,200.35,3,fo,,,,,,,,
275,3036562504,1b84VBN1xftLtjOgGMOFKQ,34.25,4,ra,"(4.5, -3.5)",,,,,,,3.50
276,3036562504,H/B5jPpFi4MC5KO67kSP7Q,59,5,fo,,,,,,,,
277,3036562504,BRKGdKLCbwRMR8WOKlt1ZA,198.90,6,fo,,,,,,,,
279,3036575268,sSZBJzpy1ZH4aGvCJdw9qw,184.55,5,fo,,,,,,,,
280,3036575268,a008t2aO2qD7hmp7xt5oEA,149.57,6,fo,0.5,,,,,,,
281,3036575268,7o651P4boRE9SLBrnhBw1g,142.85,7,ch,1.0,chfo,,,,,,
282,3036575268,H/B5jPpFi4MC5KO67kSP7Q,54.63,8,fo,,,,,,,,
283,3036575268,DFKDVxwA14x0Ag1TTN8hPA,102.35,9,fo,,,,,,,,
284,3036575268,LT221YrZPBSgJyrBLTEuSA,70.50,1,fo,,,,,,,,
285,3036575268,1TF3Z/vrIfbOvTFusV7gXA,132.45,2,ca,1.0,be,3.0,be,4.0,be,"(5.0, -5.0)",16.15
286,3036575268,xqSCt+f2FZu8XKTg6KnFBA,150.12,3,fo,,,,,,,,
287,3036575268,E0spP22N3S+ytboposubfQ,14.38,4,ca,1.0,ca,3.0,ca,4.0,fo,,
289,3036575356,Q5L3pamrkmUogFRqCjK0bg,56,3,ra,4.5,cafo,1.0,,,,,
290,3036575356,R7hjjirE5zAO7n7jd9IEbQ,80.10,4,ca,"(0.5, 4.0)",chra,"(18.5, -17.5)",,,,,16.15
291,3036575356,bWJCQCqHZHt9mrQxV6ImRg,163.96,5,ca,"(1.0, 3.5)",befo,1.0,,,,,
292,3036575356,K6g8SSEKNJM+mB0DC3k1eg,115.20,6,fo,,,,,,,,
293,3036575356,14RgsVHDU+LxCVnhlB/4OA,206,1,fo,,,,,,,,
294,3036575356,7o+yGBmGhhCJTc9xZRMwOw,104.60,2,cafo,1.0,,,,,,,
296,3036562688,PbhDdwePL0JJEG5NgASvKw,36.85,4,ca,1.0,ca,2.0,be,"(6.0, -6.0)",,,7.10
297,3036562688,K6g8SSEKNJM+mB0DC3k1eg,94.20,5,ca,"(0.5, 0.5)",be,2.0,chfo,,,,
298,3036562688,dPft7g2lbDhkes7WOvCpKA,109.50,6,ch,1.0,fo,,,,,,
299,3036562688,hvG5Otm1GAgI1qTOUQn+gQ,133.40,1,ca,1.0,fo,,,,,,
300,3036562688,eh6c6ytWQ1PvwWo56yNrHA,246.25,2,fo,,,,,,,,
301,3036562688,q7DjvrdVSfraOz33YEtI3w,108.15,3,fo,,,,,,,,
303,3036581488,i8ihv/wYcUsA+lRe6+iMYg,306.50,6,fo,0.5,,,,,,,
304,3036581488,xRuInM79JfqUYlHFnwmg0Q,233.60,4,,1.0,,,,,,,1.50
306,3036581540,j/8HjpDlaRox/ZQ8K9mrlg,470.65,6,ra,"((0.5, 2.5), -2.0)",,,,,,,2
307,3036581540,BIKFfnQvyn9+ELM5Qjumew,221.85,4,fo,1.0,,,,,,,
309,3036581816,xRuInM79JfqUYlHFnwmg0Q,234.10,4,ca,"(0.5, 0.5)",be,1.0,be,1.0,be,"(100.0, -100.0)",5.70
310,3036581816,i8ihv/wYcUsA+lRe6+iMYg,306,6,ch,1.0,chca,1.0,chca,1.0,chfo,,
312,3036581948,BIKFfnQvyn9+ELM5Qjumew,220.85,4,ra,"((0.5, 1.5), -1.0)",,,,,,,2
313,3036581948,j/8HjpDlaRox/ZQ8K9mrlg,471.65,6,fo,1.0,,,,,,,
315,3036564162,P1bOFosmEJQ764KKtHiHPA,78,7,fo,,,,,,,,
