,TimeStamp,PlayerName,StartChips,Seat,PC,PCVal,Flop,FlopVal,Turn,TurnVal,River,RiverVal,Cards
126,3035955200,4tIGKxHjRv175UkNqpfSsQ,112,2,fo,,,,,,,,
127,3035955200,dPft7g2lbDhkes7WOvCpKA,218.92,3,ra,3.5,be,4.0,befo,10.0,,,
128,3035955200,HQg4dAYPUt6c2wXfx8Qp2A,194.50,4,fo,,,,,,,,
130,3035956638,e6Mmc6tVEzj24Njmznla6Q,87.75,7,fo,0.15,,,,,,,
131,3035956638,DSbskv5D5qKxR/MXeY2lfQ,198.85,8,fo,0.65,,,,,,,
132,3035956638,a008t2aO2qD7hmp7xt5oEA,92.20,9,fo,1.15,,,,,,,
133,3035956638,Yh1Aadv2ZHmLCFyHQW8Pfw,106.93,1,caca,"((0.15, 1.0), 4.0)",chfo,,,,,,
134,3035956638,FAcofD/LqNoW2lBvILzZNg,160.96,2,ra,"(0.15, 5.0)",be,"(9.0, -9.0)",,,,,11.60
135,3035956638,bgj5TJhKRXdb9lvRvy9Rbg,87.54,3,fo,0.15,,,,,,,
136,3035956638,os4I8Ii5VUDXSh3cjOkc1w,92.70,4,fo,0.15,,,,,,,
137,3035956638,aIQFDrMw83d8YYAF96o2Uw,66.08,6,fo,0.15,,,,,,,
139,3035957416,dPft7g2lbDhkes7WOvCpKA,132.05,4,ra,"(3.0, -2.0)",,,,,,,2.50
140,3035957416,WtuwXxyxbK9O35PGqYc8Zg,304.25,5,fo,0.5,,,,,,,
141,3035957416,gGwvaTEI80I9i3whsh9RKA,200.48,6,fo,1.0,,,,,,,
142,3035957416,5ZUhWBPscXPwtULjxSaqWQ,203.80,1,fo,,,,,,,,
143,3035957416,qoIZizyRrSWFhTV7ehXVnw,31.06,2,fo,,,,,,,,
144,3035957416,1uadzoMdwLu8ZTizmRA+nQ,118.50,3,fo,,,,,,,,
146,3035957718,TK3VGReOGgFPOIO4e1m93A,98.40,2,fo,,,,,,,,
147,3035957718,q7DjvrdVSfraOz33YEtI3w,147.25,3,ca,"(0.5, 3.0)",ch,,chfo,,,,
148,3035957718,wfd/DYs5Vtx2DTsTahlW3g,17.05,4,ca,"(1.0, 2.5)",ch,,be,"(13.55, -13.55)",,,9.50
149,3035957718,7I7RYE+DyVv9a2suFhCI8g,126.35,5,ra,3.5,ch,,fo,,,,
150,3035957718,MIl4mKv++xSO3ZGINJUW5Q,113.13,6,fo,,,,,,,,
151,3035957718,0FegrvJPODkvmRK5//ZqhQ,201.35,1,fo,,,,,,,,
153,3035958536,WtuwXxyxbK9O35PGqYc8Zg,303.75,5,fo,,,,,,,,
154,3035958536,gGwvaTEI80I9i3whsh9RKA,199.48,6,fo,0.5,,,,,,,
155,3035958536,5ZUhWBPscXPwtULjxSaqWQ,203.80,1,fo,1.0,,,,,,,
156,3035958536,qoIZizyRrSWFhTV7ehXVnw,31.06,2,cara,"((1.0, 30.0), -27.5)",,,,,,,8.50
157,3035958536,1uadzoMdwLu8ZTizmRA+nQ,118.50,3,rafo,3.5,,,,,,,
158,3035958536,dPft7g2lbDhkes7WOvCpKA,133.55,4,fo,,,,,,,,
160,3035958744,DSbskv5D5qKxR/MXeY2lfQ,198.20,8,fo,0.15,,,,,,,
161,3035958744,a008t2aO2qD7hmp7xt5oEA,91.05,9,fo,0.65,,,,,,,
162,3035958744,Yh1Aadv2ZHmLCFyHQW8Pfw,101.78,1,ca,"(1.15, 1.35)",ch,,be,8.75,be,"(26.25, -26.25)",24.45
163,3035958744,FAcofD/LqNoW2lBvILzZNg,167.41,2,ra,"(0.15, 2.35)",ch,,ca,8.75,fo,,
164,3035958744,bgj5TJhKRXdb9lvRvy9Rbg,87.39,3,fo,0.15,,,,,,,
165,3035958744,os4I8Ii5VUDXSh3cjOkc1w,92.55,4,fo,0.15,,,,,,,
166,3035958744,aIQFDrMw83d8YYAF96o2Uw,65.93,6,fo,0.15,,,,,,,
167,3035958744,e6Mmc6tVEzj24Njmznla6Q,87.60,7,ca,"(0.15, 2.35)",ch,,fo,,,,
169,3035957842,7zNJoj2jcQ1etMgnzh8clw,139.48,6,ra,"(3.0, -2.0)",,,,,,,2.50
170,3035957842,qXPKNFChuDuz5Hs7n52oSA,79.03,1,fo,0.5,,,,,,,
171,3035957842,4tIGKxHjRv175UkNqpfSsQ,112,2,fo,1.0,,,,,,,
172,3035957842,dPft7g2lbDhkes7WOvCpKA,201.42,3,fo,,,,,,,,
173,3035957842,HQg4dAYPUt6c2wXfx8Qp2A,194.50,4,fo,,,,,,,,
174,3035957842,5ZUhWBPscXPwtULjxSaqWQ,202.70,5,fo,,,,,,,,
176,3035958200,3qbjISNF3F8PAZlMy/+Acw,28.27,2,fo,,,,,,,,
177,3035958200,FAcofD/LqNoW2lBvILzZNg,262.63,3,ca,"(0.5, 1.5)",be,2.5,be,5.0,ch,,
178,3035958200,qET8hV+z7mllVXSOvP0Unw,64.25,4,fo,1.0,,,,,,,
179,3035958200,/P/xm24DBsfRoQ+cZG/aoQ,121.50,5,fo,,,,,,,,
180,3035958200,P1bOFosmEJQ764KKtHiHPA,103.48,6,fo,,,,,,,,
181,3035958200,Ps7T8iBRdC/pJ9kNBNRtRQ,151,7,ra,2.0,ca,2.5,ca,5.0,be,"(11.5, -11.5)",18.50
182,3035958200,iJAW3EblFvQQ08NiDCumuQ,78.15,9,fo,,,,,,,,
183,3035958200,CfGP3cICEmmyjPnTdag1WA,137.55,1,fo,,,,,,,,
185,3035960506,q7DjvrdVSfraOz33YEtI3w,143.75,3,ra,"(12.0, -8.5)",,,,,,,8.50
186,3035960506,wfd/DYs5Vtx2DTsTahlW3g,23.05,4,fo,0.5,,,,,,,
187,3035960506,7I7RYE+DyVv9a2suFhCI8g,122.85,5,fo,1.0,,,,,,,
188,3035960506,MIl4mKv++xSO3ZGINJUW5Q,113.13,6,fo,,,,,,,,
189,3035960506,0FegrvJPODkvmRK5//ZqhQ,201.35,1,fo,,,,,,,,
190,3035960506,TK3VGReOGgFPOIO4e1m93A,98.40,2,rafo,3.5,,,,,,,
192,3035961110,gGwvaTEI80I9i3whsh9RKA,198.98,6,cafo,1.0,,,,,,,
193,3035961110,5ZUhWBPscXPwtULjxSaqWQ,202.80,1,ra,"((0.5, 4.5), -4.0)",,,,,,,3
194,3035961110,qoIZizyRrSWFhTV7ehXVnw,36.06,2,fo,1.0,,,,,,,
195,3035961110,1uadzoMdwLu8ZTizmRA+nQ,115,3,fo,,,,,,,,
196,3035961110,dPft7g2lbDhkes7WOvCpKA,133.55,4,fo,,,,,,,,
197,3035961110,WtuwXxyxbK9O35PGqYc8Zg,303.75,5,fo,,,,,,,,
199,3035959232,qXPKNFChuDuz5Hs7n52oSA,78.53,1,fo,,,,,,,,
200,3035959232,4tIGKxHjRv175UkNqpfSsQ,111,2,fo,0.5,,,,,,,
201,3035959232,dPft7g2lbDhkes7WOvCpKA,201.42,3,fo,1.0,,,,,,,
202,3035959232,HQg4dAYPUt6c2wXfx8Qp2A,194.50,4,fo,,,,,,,,
203,3035959232,5ZUhWBPscXPwtULjxSaqWQ,202.70,5,ra,"(3.5, -2.5)",,,,,,,2.50
204,3035959232,7zNJoj2jcQ1etMgnzh8clw,140.98,6,fo,,,,,,,,
206,3035961528,wfd/DYs5Vtx2DTsTahlW3g,22.55,4,fo,,,,,,,,
207,3035961528,7I7RYE+DyVv9a2suFhCI8g,121.85,5,fo,0.5,,,,,,,
208,3035961528,MIl4mKv++xSO3ZGINJUW5Q,113.13,6,ch,1.0,chfo,,,,,,
209,3035961528,0FegrvJPODkvmRK5//ZqhQ,201.35,1,fo,,,,,,,,
210,3035961528,TK3VGReOGgFPOIO4e1m93A,94.90,2,ca,1.0,be,"(2.5, -2.5)",,,,,2.40
211,3035961528,q7DjvrdVSfraOz33YEtI3w,148.75,3,fo,,,,,,,,
213,3035959878,4tIGKxHjRv175UkNqpfSsQ,110.50,2,fo,,,,,,,,
214,3035959878,dPft7g2lbDhkes7WOvCpKA,200.42,3,ra,"(0.5, 11.5)",be,"(20.0, -20.0)",,,,,33.70
215,3035959878,HQg4dAYPUt6c2wXfx8Qp2A,194.50,4,ca,"(1.0, 11.0)",fo,,,,,,
216,3035959878,5ZUhWBPscXPwtULjxSaqWQ,204.20,5,fo,,,,,,,,
217,3035959878,7zNJoj2jcQ1etMgnzh8clw,140.98,6,fo,,,,,,,,
218,3035959878,qXPKNFChuDuz5Hs7n52oSA,78.53,1,raca,"(3.0, 9.0)",fo,,,,,,
220,3035962808,7I7RYE+DyVv9a2suFhCI8g,121.35,5,fo,,,,,,,,
221,3035962808,MIl4mKv++xSO3ZGINJUW5Q,112.13,6,fo,0.5,,,,,,,
222,3035962808,0FegrvJPODkvmRK5//ZqhQ,201.35,1,fo,1.0,,,,,,,
223,3035962808,TK3VGReOGgFPOIO4e1m93A,96.30,2,caca,"(1.0, 3.5)",chfo,,,,,,
224,3035962808,q7DjvrdVSfraOz33YEtI3w,148.75,3,fo,,,,,,,,
225,3035962808,wfd/DYs5Vtx2DTsTahlW3g,22.55,4,ra,4.5,be,"(18.05, -18.05)",,,,,9.50
227,3035962980,5ZUhWBPscXPwtULjxSaqWQ,204.80,1,fo,,,,,,,,
228,3035962980,qoIZizyRrSWFhTV7ehXVnw,35.06,2,ca,"(0.5, 0.5)",ch,,ch,,ch,,"(('2c', 'Ah'), 2.85)"
229,3035962980,1uadzoMdwLu8ZTizmRA+nQ,115,3,ch,1.0,ch,,ch,,ch,,
230,3035962980,dPft7g2lbDhkes7WOvCpKA,133.55,4,fo,,,,,,,,
231,3035962980,WtuwXxyxbK9O35PGqYc8Zg,303.75,5,fo,,,,,,,,
232,3035962980,gGwvaTEI80I9i3whsh9RKA,197.98,6,ca,1.0,ch,,ch,,ch,,
234,3035961834,dPft7g2lbDhkes7WOvCpKA,222.12,3,fo,,,,,,,,
235,3035961834,HQg4dAYPUt6c2wXfx8Qp2A,182.50,4,fo,0.5,,,,,,,
236,3035961834,5ZUhWBPscXPwtULjxSaqWQ,204.20,5,fo,1.0,,,,,,,
237,3035961834,7zNJoj2jcQ1etMgnzh8clw,140.98,6,ra,"(3.0, -2.0)",,,,,,,2.50
238,3035961834,qXPKNFChuDuz5Hs7n52oSA,66.53,1,fo,,,,,,,,
239,3035961834,4tIGKxHjRv175UkNqpfSsQ,110.50,2,fo,,,,,,,,
241,3035964076,MIl4mKv++xSO3ZGINJUW5Q,111.63,6,ca,3.5,ch,,be,"(6.0, -6.0)",,,9.95
242,3035964076,0FegrvJPODkvmRK5//ZqhQ,200.35,1,fo,0.5,,,,,,,
243,3035964076,TK3VGReOGgFPOIO4e1m93A,91.80,2,ca,"(1.0, 2.5)",ch,,chfo,,,,
244,3035964076,q7DjvrdVSfraOz33YEtI3w,148.75,3,fo,,,,,,,,
245,3035964076,wfd/DYs5Vtx2DTsTahlW3g,27.55,4,fo,,,,,,,,
246,3035964076,7I7RYE+DyVv9a2suFhCI8g,121.35,5,ra,3.5,ch,,chfo,,,,
248,3035962410,FAcofD/LqNoW2lBvILzZNg,253.13,3,ra,3.5,be,3.75,be,7.5,be,"(15.0, -15.0)",28
249,3035962410,qET8hV+z7mllVXSOvP0Unw,63.25,4,fo,0.5,,,,,,,
250,3035962410,/P/xm24DBsfRoQ+cZG/aoQ,121.50,5,ca,"(1.0, 2.5)",chca,3.75,chca,7.5,chfo,,
251,3035962410,P1bOFosmEJQ764KKtHiHPA,103.48,6,fo,,,,,,,,
252,3035962410,Ps7T8iBRdC/pJ9kNBNRtRQ,160,7,fo,,,,,,,,
253,3035962410,iJAW3EblFvQQ08NiDCumuQ,78.15,9,fo,,,,,,,,
254,3035962410,CfGP3cICEmmyjPnTdag1WA,137.55,1,fo,,,,,,,,
255,3035962410,3qbjISNF3F8PAZlMy/+Acw,28.27,2,fo,,,,,,,,
257,3035962956,HQg4dAYPUt6c2wXfx8Qp2A,182,4,ra,3.5,be,"(5.0, -5.0)",,,,,6.65
258,3035962956,5ZUhWBPscXPwtULjxSaqWQ,203.20,5,fo,0.5,,,,,,,
259,3035962956,7zNJoj2jcQ1etMgnzh8clw,142.48,6,ca,"(1.0, 2.5)",chfo,,,,,,
260,3035962956,qXPKNFChuDuz5Hs7n52oSA,66.53,1,fo,,,,,,,,
261,3035962956,4tIGKxHjRv175UkNqpfSsQ,110.50,2,fo,,,,,,,,
262,3035962956,dPft7g2lbDhkes7WOvCpKA,222.12,3,fo,,,,,,,,
264,3035964568,a008t2aO2qD7hmp7xt5oEA,90.40,9,fo,0.15,,,,,,,
265,3035964568,Yh1Aadv2ZHmLCFyHQW8Pfw,114.98,1,ca,"(0.65, 0.5)",ch,,ch,,ch,,"(('6h', '9h'), 1.52)"
266,3035964568,FAcofD/LqNoW2lBvILzZNg,156.16,2,ch,1.15,ch,,ch,,ch,,"(('7h', '5h'), 1.53)"
267,3035964568,bgj5TJhKRXdb9lvRvy9Rbg,87.24,3,fo,0.15,,,,,,,
268,3035964568,os4I8Ii5VUDXSh3cjOkc1w,92.40,4,fo,0.15,,,,,,,
269,3035964568,TP9q8PSyBIiCC/CN61ABFA,200,5,,False,,,,,,,
270,3035964568,aIQFDrMw83d8YYAF96o2Uw,65.78,6,fo,0.15,,,,,,,
271,3035964568,e6Mmc6tVEzj24Njmznla6Q,85.10,7,fo,0.15,,,,,,,
272,3035964568,DSbskv5D5qKxR/MXeY2lfQ,198.05,8,fo,0.15,,,,,,,
274,3035965550,0FegrvJPODkvmRK5//ZqhQ,199.85,1,ca,3.5,ca,5.0,be,"(5.0, -5.0)",,,17.10
275,3035965550,TK3VGReOGgFPOIO4e1m93A,88.30,2,fo,0.5,,,,,,,
276,3035965550,q7DjvrdVSfraOz33YEtI3w,148.75,3,fo,1.0,,,,,,,
277,3035965550,wfd/DYs5Vtx2DTsTahlW3g,27.55,4,fo,,,,,,,,
278,3035965550,7I7RYE+DyVv9a2suFhCI8g,117.85,5,ra,3.5,be,5.0,chfo,,,,
279,3035965550,MIl4mKv++xSO3ZGINJUW5Q,118.08,6,fo,,,,,,,,
281,3035964296,5ZUhWBPscXPwtULjxSaqWQ,202.70,5,fo,,,,,,,,
282,3035964296,7zNJoj2jcQ1etMgnzh8clw,138.98,6,fo,0.5,,,,,,,
283,3035964296,qXPKNFChuDuz5Hs7n52oSA,66.53,1,fo,1.0,,,,,,,
284,3035964296,4tIGKxHjRv175UkNqpfSsQ,110.50,2,fo,,,,,,,,
285,3035964296,dPft7g2lbDhkes7WOvCpKA,222.12,3,ra,"(3.5, -2.5)",,,,,,,2.50
286,3035964296,HQg4dAYPUt6c2wXfx8Qp2A,185.15,4,fo,,,,,,,,
288,3035967608,TK3VGReOGgFPOIO4e1m93A,87.80,2,fo,,,,,,,,
289,3035967608,q7DjvrdVSfraOz33YEtI3w,147.75,3,fo,0.5,,,,,,,
290,3035967608,wfd/DYs5Vtx2DTsTahlW3g,27.55,4,fo,1.0,,,,,,,
291,3035967608,7I7RYE+DyVv9a2suFhCI8g,109.35,5,ra,3.5,be,"(5.0, -5.0)",,,,,7.60
292,3035967608,MIl4mKv++xSO3ZGINJUW5Q,118.08,6,fo,,,,,,,,
293,3035967608,0FegrvJPODkvmRK5//ZqhQ,208.45,1,ca,3.5,fo,,,,,,
295,3035965998,7zNJoj2jcQ1etMgnzh8clw,138.48,6,fo,,,,,,,,
296,3035965998,qXPKNFChuDuz5Hs7n52oSA,65.53,1,fo,0.5,,,,,,,
297,3035965998,4tIGKxHjRv175UkNqpfSsQ,110.50,2,,1.0,,,,,,,
298,3035965998,dPft7g2lbDhkes7WOvCpKA,223.62,3,fo,,,,,,,,
299,3035965998,HQg4dAYPUt6c2wXfx8Qp2A,185.15,4,ra,"(3.5, -2.5)",,,,,,,2.50
300,3035965998,5ZUhWBPscXPwtULjxSaqWQ,202.70,5,fo,,,,,,,,
302,3035967510,Yh1Aadv2ZHmLCFyHQW8Pfw,115.35,1,fo,0.15,,,,,,,
303,3035967510,FAcofD/LqNoW2lBvILzZNg,156.54,2,ca,"(0.65, 4.2)",ch,,be,5.8,ch,,"('3c', '3d')"
304,3035967510,bgj5TJhKRXdb9lvRvy9Rbg,87.09,3,fo,1.15,,,,,,,
305,3035967510,os4I8Ii5VUDXSh3cjOkc1w,92.25,4,fo,0.15,,,,,,,
306,3035967510,aIQFDrMw83d8YYAF96o2Uw,65.63,6,ra,"(0.15, 4.7)",ch,,ca,5.8,ch,,"(('As', 'Ad'), 21.55)"
307,3035967510,e6Mmc6tVEzj24Njmznla6Q,84.95,7,fo,0.15,,,,,,,
308,3035967510,DSbskv5D5qKxR/MXeY2lfQ,197.90,8,fo,0.15,,,,,,,
