,TimeStamp,PlayerName,StartChips,Seat,PC,PCVal,Flop,FlopVal,Turn,TurnVal,River,RiverVal,Cards
52,3036223786,CN8njzPOL23bn0/W/qAZEg,106.50,2,ca,"(0.5, 0.5)",ch,,ch,,chfo,,
53,3036223786,IRMjAwuLYKvUi+z86ekgvw,100.50,3,ch,1.0,ch,,ch,,chfo,,
54,3036223786,/P/xm24DBsfRoQ+cZG/aoQ,250.70,5,fo,,,,,,,,
55,3036223786,KudvYuFL+Bw8nkX+zV2kMA,125.05,6,ca,1.0,ch,,ch,,be,"(6.0, -6.0)",5.20
56,3036223786,BRKGdKLCbwRMR8WOKlt1ZA,244.45,7,fo,,,,,,,,
57,3036223786,vCvro5OmMi2KmzdnfwpwmA,77.55,8,ca,1.0,ch,,ch,,fo,,
58,3036223786,tFnRqHDnxt47wukmc7kHhA,101.50,9,ca,1.0,ch,,ch,,fo,,
60,3036219162,gfHIDZbPoiZrm2oNnGOD9g,170.40,6,fo,0.5,,,,,,,
61,3036219162,5FecxZGlnf17oi05dr8Xag,76.70,4,,1.0,,,,,,,1.50
63,3036194316,1uadzoMdwLu8ZTizmRA+nQ,237.90,4,fo,,,,,,,,
64,3036194316,J/9uHPTZ8oVMZfuqRZFprQ,46,5,ra,"(0.5, 1.5)",be,2.0,be,5.0,be,"(9.0, -9.0)",16.60
65,3036194316,DO8rgn31KkgyCUmhQq58OA,145.65,6,ca,"(1.0, 1.0)",ca,2.0,ca,5.0,fo,,
66,3036194316,7I7RYE+DyVv9a2suFhCI8g,107.50,1,fo,,,,,,,,
67,3036194316,nkt5AtBG1nCOFB5quSqsuA,25.70,2,fo,,,,,,,,
68,3036194316,C3S4udZ40dAp7T8+OLTFzA,165.50,3,fo,,,,,,,,
70,3036223920,RKfKBrFsFDsplJedW6YvXw,55.40,9,fo,,,,,,,,
71,3036223920,CN8njzPOL23bn0/W/qAZEg,89.70,1,fo,0.5,,,,,,,
72,3036223920,fHNl9IHLAfqTVS/Uq0UGFw,60,2,fo,1.0,,,,,,,
73,3036223920,kIbanshKysxtdDXKqLAWsA,140.70,3,fo,,,,,,,,
74,3036223920,3cQWYs6Ypy1A3Kvdl3vU6w,253.30,4,ra,3.5,befo,4.0,,,,,
75,3036223920,S33dLcVTq0RT7o3L1XyGzA,27.14,5,fo,,,,,,,,
76,3036223920,/P/xm24DBsfRoQ+cZG/aoQ,104.25,6,fo,,,,,,,,
77,3036223920,7o651P4boRE9SLBrnhBw1g,107,7,ca,3.5,ra,"(14.0, -10.0)",,,,,15.20
78,3036223920,BRKGdKLCbwRMR8WOKlt1ZA,198.50,8,fo,,,,,,,,
80,3036194554,0NnpEqhwVsL5Vj0+W9Wg6g,53.29,4,ca,"(0.5, 0.5)",be,2.0,chca,3.0,chca,6.0,"(('3c', 'Ad'), 22.8)"
81,3036194554,246i06+qR/eim1c+rM7tTg,40.35,1,ch,1.0,ca,2.0,be,3.0,be,6.0,"('2c', '4h')"
82,3036194554,7I7RYE+DyVv9a2suFhCI8g,178.51,2,fo,,,,,,,,
84,3036196912,rwCKaJz/OT/u9FXTE1zHbQ,177.50,4,fo,,,,,,,,
85,3036196912,BRKGdKLCbwRMR8WOKlt1ZA,199,5,fo,0.5,,,,,,,
86,3036196912,H/B5jPpFi4MC5KO67kSP7Q,57.30,6,ch,1.0,ch,,,,,,
87,3036196912,KudvYuFL+Bw8nkX+zV2kMA,115.68,7,ca,1.0,be,"(3.5, -3.5)",,,,,3.35
88,3036196912,9H0O1jMPyY/ey/hTute7Rg,198.40,8,ca,1.0,fo,,,,,,
89,3036196912,/P/xm24DBsfRoQ+cZG/aoQ,189.60,9,fo,,,,,,,,
90,3036196912,uWhRg5ZstkiUIL1M+DTi6Q,67.75,1,fo,,,,,,,,
91,3036196912,kIbanshKysxtdDXKqLAWsA,153.40,2,fo,,,,,,,,
92,3036196912,jto9xmmj+Q/Gqg3GQSmgBA,84.50,3,fo,,,,,,,,
94,3036211622,BIKFfnQvyn9+ELM5Qjumew,58.10,4,ra,"((0.5, 1.5), -1.0)",,,,,,,2
95,3036211622,hww3wo2qdpFMAmN51yf8HA,173.40,6,fo,1.0,,,,,,,
97,3036224172,7I7RYE+DyVv9a2suFhCI8g,104.52,5,fo,,,,,,,,
98,3036224172,1uadzoMdwLu8ZTizmRA+nQ,156.60,6,ra,"((0.5, 3.5), -3.0)",,,,,,,2
99,3036224172,5I4Ntu9Mak1M2hb6CgdvQA,87.80,1,fo,1.0,,,,,,,
100,3036224172,eAAK5tXyi9bMOA/6QH8E4w,95.67,2,fo,,,,,,,,
101,3036224172,os4I8Ii5VUDXSh3cjOkc1w,178.95,3,fo,,,,,,,,
102,3036224172,2uro3KRxW9YSO2CnY5JCDw,128.60,4,fo,,,,,,,,
104,3036219616,5FecxZGlnf17oi05dr8Xag,77.20,4,ra,"(0.5, 1.5)",ch,,ca,3.0,be,5.0,"('3h', 'Ac')"
105,3036219616,gfHIDZbPoiZrm2oNnGOD9g,169.90,6,ca,"(1.0, 1.0)",ch,,be,3.0,chca,5.0,"(('6s', 'Ks'), 19.5)"
107,3036195108,yspTPyicC4Ere+tsoRHI1A,489.65,6,ca,3.5,fo,,,,,,
108,3036195108,EWSQXbMBEqcHxsbxH7rQmw,31.20,1,fo,0.5,,,,,,,
109,3036195108,rgOnpLfFy41kcunwSZiZIA,114.90,2,ca,"(1.0, 2.5)",chca,5.5,chca,11.0,chfo,,
110,3036195108,IRMjAwuLYKvUi+z86ekgvw,154.65,3,ra,3.5,be,5.5,be,11.0,be,"(27.0, -27.0)",41.30
111,3036195108,os4I8Ii5VUDXSh3cjOkc1w,158.05,4,fo,,,,,,,,
112,3036195108,C3S4udZ40dAp7T8+OLTFzA,109.10,5,fo,,,,,,,,
114,3036212046,hww3wo2qdpFMAmN51yf8HA,172.40,6,ra,"(0.5, 2.5)",be,"(4.0, -4.0)",,,,,5.70
115,3036212046,BIKFfnQvyn9+ELM5Qjumew,59.10,4,ca,"(1.0, 2.0)",chfo,,,,,,
117,3036197828,E5gHtN3NXH2sj3aAVYXFCg,50.50,6,fo,,,,,,,,
118,3036197828,/P/xm24DBsfRoQ+cZG/aoQ,106.55,7,fo,0.5,,,,,,,
119,3036197828,IRMjAwuLYKvUi+z86ekgvw,124.05,8,ch,1.0,chfo,,,,,,
120,3036197828,H/B5jPpFi4MC5KO67kSP7Q,74.15,9,fo,,,,,,,,
121,3036197828,cYjm4OG2ZJcf6ZLzthJ7JA,41.45,1,fo,,,,,,,,
122,3036197828,dzHzBhaa3G8n8JFraR2yng,48.70,2,ca,1.0,be,"(2.0, -2.0)",,,,,2.40
123,3036197828,u0CkDvclhtrUnFu6YN41ZA,74.70,3,fo,,,,,,,,
124,3036197828,nPG8FS8XBHKHql/2atFKMw,33.05,4,fo,,,,,,,,
125,3036197828,OLsx8xHN2Muv99rpPNOQWw,100.20,5,fo,,,,,,,,
127,3036195504,K6g8SSEKNJM+mB0DC3k1eg,155.85,5,fo,,,,,,,,
128,3036195504,RFVxVR4NoCxjhPWvahhBzg,119.65,6,ca,"(0.5, 0.5)",,,,,,,
129,3036195504,jhWEHA+p2qikEmtrxmGorQ,123.35,1,ra,"((1.0, 5.0), -5.0)",,,,,,,3
130,3036195504,1uadzoMdwLu8ZTizmRA+nQ,116.30,2,fo,,,,,,,,
131,3036195504,N1BGgNozkMR8RFBjE7lbeg,200,3,fo,,,,,,,,
132,3036195504,BjMM9pyhOqEU5jmlrXQwDA,84.76,4,cafo,1.0,,,,,,,
134,3036225294,1uadzoMdwLu8ZTizmRA+nQ,157.60,6,fo,,,,,,,,
135,3036225294,5I4Ntu9Mak1M2hb6CgdvQA,86.80,1,fo,0.5,,,,,,,
136,3036225294,eAAK5tXyi9bMOA/6QH8E4w,95.67,2,ca,"(1.0, 2.0)",ch,,ch,,ch,,"('7h', '2h')"
137,3036225294,os4I8Ii5VUDXSh3cjOkc1w,178.95,3,fo,,,,,,,,
138,3036225294,2uro3KRxW9YSO2CnY5JCDw,128.60,4,ra,3.0,ch,,ch,,ch,,"(('Ks', 'Qh'), 5.7)"
139,3036225294,7I7RYE+DyVv9a2suFhCI8g,104.52,5,fo,,,,,,,,
141,3036212768,BIKFfnQvyn9+ELM5Qjumew,56.10,4,rafo,"(0.5, 1.5)",,,,,,,
142,3036212768,hww3wo2qdpFMAmN51yf8HA,175.10,6,ra,"((1.0, 7.0), -6.0)",,,,,,,4
144,3036196142,0NnpEqhwVsL5Vj0+W9Wg6g,64.09,4,ca,1.0,ch,,ch,,be,"(2.0, -2.0)",2.85
145,3036196142,246i06+qR/eim1c+rM7tTg,28.35,1,ca,"(0.5, 0.5)",ch,,ch,,chfo,,
146,3036196142,7I7RYE+DyVv9a2suFhCI8g,178.51,2,ch,1.0,ch,,ch,,chfo,,
148,3036219120,jL/h9MqRxEf/73gYSq4yZQ,343.95,4,fo,,,,,,,,
149,3036219120,w4CTNTmTkGuIHvHjRsKLFA,58.60,5,cafo,"(0.5, 0.5)",,,,,,,
150,3036219120,1uadzoMdwLu8ZTizmRA+nQ,114,6,ra,"((1.0, 4.0), -4.0)",,,,,,,3.50
151,3036219120,yspTPyicC4Ere+tsoRHI1A,237.35,2,fo,,,,,,,,
152,3036219120,BnHE7j+6ArUXKkf7zZrHWQ,40,3,chfo,1.5,,,,,,,
154,3036198720,BRKGdKLCbwRMR8WOKlt1ZA,198.50,5,fo,,,,,,,,
155,3036198720,H/B5jPpFi4MC5KO67kSP7Q,56.30,6,fo,0.5,,,,,,,
156,3036198720,KudvYuFL+Bw8nkX+zV2kMA,118.03,7,ch,1.0,ch,,ch,,be,"(3.5, -3.5)",3.35
157,3036198720,9H0O1jMPyY/ey/hTute7Rg,197.40,8,fo,,,,,,,,
158,3036198720,/P/xm24DBsfRoQ+cZG/aoQ,189.60,9,fo,,,,,,,,
159,3036198720,uWhRg5ZstkiUIL1M+DTi6Q,67.75,1,ca,1.0,ch,,ch,,fo,,
160,3036198720,kIbanshKysxtdDXKqLAWsA,153.40,2,fo,,,,,,,,
161,3036198720,jto9xmmj+Q/Gqg3GQSmgBA,84.50,3,ca,1.0,ch,,ch,,fo,,
162,3036198720,rwCKaJz/OT/u9FXTE1zHbQ,177.50,4,fo,,,,,,,,
164,3036196360,ukX90a592Wy4ieDHQYubpw,96.79,1,fo,,,,,,,,
165,3036196360,/P/xm24DBsfRoQ+cZG/aoQ,172.55,2,fo,0.5,,,,,,,
166,3036196360,3cQWYs6Ypy1A3Kvdl3vU6w,217.25,3,ca,"(1.0, 2.0)",chfo,,,,,,
167,3036196360,os4I8Ii5VUDXSh3cjOkc1w,64.03,4,fo,,,,,,,,
168,3036196360,kIbanshKysxtdDXKqLAWsA,125.85,5,fo,,,,,,,,
169,3036196360,BRKGdKLCbwRMR8WOKlt1ZA,200,6,,,,,,,,,
170,3036196360,Hm2ghZ7I4JgYSBWRa19a8w,60.10,7,fo,,,,,,,,
171,3036196360,H/B5jPpFi4MC5KO67kSP7Q,61.20,8,fo,,,,,,,,
172,3036196360,DSbskv5D5qKxR/MXeY2lfQ,258.40,9,ra,3.0,be,"(4.0, -4.0)",,,,,5.70
174,3036213290,hww3wo2qdpFMAmN51yf8HA,177.10,6,raca,"((0.5, 2.5), 3.0)",be,8.0,ch,,fo,,
175,3036213290,BIKFfnQvyn9+ELM5Qjumew,54.10,4,ra,"(1.0, 5.0)",chca,8.0,ch,,be,"(6.0, -6.0)",27.50
177,3036221210,gfHIDZbPoiZrm2oNnGOD9g,179.40,6,ra,"(0.5, 2.5)",ca,6.0,ch,,ch,,"(('10d', 'Ac'), 17.5)"
178,3036221210,5FecxZGlnf17oi05dr8Xag,67.20,4,ca,"(1.0, 2.0)",be,6.0,ch,,ch,,"('7s', '10s')"
180,3036196652,J/9uHPTZ8oVMZfuqRZFprQ,53.60,5,fo,,,,,,,,
181,3036196652,DO8rgn31KkgyCUmhQq58OA,136.65,6,ca,"(0.5, 0.5)",ch,,be,"(3.0, -3.0)",,,1.90
182,3036196652,7I7RYE+DyVv9a2suFhCI8g,107.50,1,ch,1.0,ch,,fo,,,,
183,3036196652,nkt5AtBG1nCOFB5quSqsuA,25.70,2,fo,,,,,,,,
184,3036196652,C3S4udZ40dAp7T8+OLTFzA,165.50,3,fo,,,,,,,,
185,3036196652,1uadzoMdwLu8ZTizmRA+nQ,237.90,4,fo,,,,,,,,
187,3036220138,w4CTNTmTkGuIHvHjRsKLFA,57.60,5,fo,,,,,,,,
188,3036220138,1uadzoMdwLu8ZTizmRA+nQ,116.50,6,ra,"((0.5, 4.5), -4.0)",,,,,,,3
189,3036220138,/6TXEQSTjvWYl/7evFGm5g,50,1,fo,1.0,,,,,,,
190,3036220138,yspTPyicC4Ere+tsoRHI1A,237.35,2,fo,,,,,,,,
191,3036220138,BnHE7j+6ArUXKkf7zZrHWQ,38.50,3,fo,,,,,,,,
192,3036220138,jL/h9MqRxEf/73gYSq4yZQ,343.95,4,cafo,1.0,,,,,,,
194,3036197248,RFVxVR4NoCxjhPWvahhBzg,118.65,6,fo,,,,,,,,
195,3036197248,jhWEHA+p2qikEmtrxmGorQ,125.35,1,fo,0.5,,,,,,,
196,3036197248,1uadzoMdwLu8ZTizmRA+nQ,116.30,2,fo,1.0,,,,,,,
197,3036197248,N1BGgNozkMR8RFBjE7lbeg,200,3,fo,,,,,,,,
198,3036197248,BjMM9pyhOqEU5jmlrXQwDA,83.76,4,fo,,,,,,,,
199,3036197248,K6g8SSEKNJM+mB0DC3k1eg,155.85,5,ra,"(3.5, -2.5)",,,,,,,2.50
201,3036226802,CN8njzPOL23bn0/W/qAZEg,89.20,1,fo,,,,,,,,
202,3036226802,fHNl9IHLAfqTVS/Uq0UGFw,59,2,caca,"((0.5, 0.5), 3.0)",chca,5.0,chca,13.0,ch,,"(('Ac', 'Ks'), 41.3)"
203,3036226802,kIbanshKysxtdDXKqLAWsA,140.70,3,ra,"(1.0, 3.0)",be,5.0,be,13.0,ch,,
204,3036226802,3cQWYs6Ypy1A3Kvdl3vU6w,245.80,4,fo,,,,,,,,
205,3036226802,S33dLcVTq0RT7o3L1XyGzA,27.14,5,fo,,,,,,,,
206,3036226802,/P/xm24DBsfRoQ+cZG/aoQ,104.25,6,fo,,,,,,,,
207,3036226802,7o651P4boRE9SLBrnhBw1g,114.70,7,fo,,,,,,,,
208,3036226802,BRKGdKLCbwRMR8WOKlt1ZA,198.50,8,fo,,,,,,,,
209,3036226802,RKfKBrFsFDsplJedW6YvXw,55.40,9,fo,,,,,,,,
211,3036199924,/P/xm24DBsfRoQ+cZG/aoQ,106.05,7,ca,1.0,fo,,,,,,
212,3036199924,IRMjAwuLYKvUi+z86ekgvw,123.05,8,ca,"(0.5, 0.5)",chfo,,,,,,
213,3036199924,H/B5jPpFi4MC5KO67kSP7Q,74.15,9,ch,1.0,chfo,,,,,,
214,3036199924,cYjm4OG2ZJcf6ZLzthJ7JA,41.45,1,fo,,,,,,,,
215,3036199924,dzHzBhaa3G8n8JFraR2yng,50.10,2,fo,,,,,,,,
216,3036199924,u0CkDvclhtrUnFu6YN41ZA,74.70,3,fo,,,,,,,,
217,3036199924,nPG8FS8XBHKHql/2atFKMw,33.05,4,ca,1.0,be,1.0,be,1.0,be,1.0,"(('Ah', '5h'), 4.98)"
218,3036199924,OLsx8xHN2Muv99rpPNOQWw,100.20,5,ca,1.0,ca,1.0,ca,1.0,ca,1.0,"(('Ad', '8d'), 4.97)"
219,3036199924,E5gHtN3NXH2sj3aAVYXFCg,50.50,6,fo,,,,,,,,
221,3036198034,jhWEHA+p2qikEmtrxmGorQ,124.85,1,ca,3.5,fo,,,,,,
222,3036198034,1uadzoMdwLu8ZTizmRA+nQ,115.30,2,fo,0.5,,,,,,,
223,3036198034,N1BGgNozkMR8RFBjE7lbeg,200,3,ca,"(1.0, 2.5)",chfo,,,,,,
224,3036198034,BjMM9pyhOqEU5jmlrXQwDA,83.76,4,fo,,,,,,,,
225,3036198034,K6g8SSEKNJM+mB0DC3k1eg,157.35,5,ra,3.5,chfo,,,,,,
226,3036198034,RFVxVR4NoCxjhPWvahhBzg,118.65,6,ca,3.5,be,"(14.5, -14.5)",,,,,13.30
228,3036220316,4tIGKxHjRv175UkNqpfSsQ,15.80,1,fo,0.5,,,,,,,
229,3036220316,os4I8Ii5VUDXSh3cjOkc1w,387.85,3,,1.0,,,,,,,1.50
231,3036227846,5I4Ntu9Mak1M2hb6CgdvQA,86.30,1,ca,1.0,ch,,be,1.0,fo,,
232,3036227846,eAAK5tXyi9bMOA/6QH8E4w,92.67,2,ca,"(0.5, 0.5)",ch,,chca,1.0,be,"(5.0, -5.0)",4.25
233,3036227846,os4I8Ii5VUDXSh3cjOkc1w,178.95,3,ch,1.0,ch,,chfo,,,,
234,3036227846,2uro3KRxW9YSO2CnY5JCDw,131.30,4,fo,,,,,,,,
235,3036227846,7I7RYE+DyVv9a2suFhCI8g,104.52,5,fo,,,,,,,,
236,3036227846,1uadzoMdwLu8ZTizmRA+nQ,157.60,6,fo,,,,,,,,
238,3036227932,CN8njzPOL23bn0/W/qAZEg,105.50,2,fo,,,,,,,,
239,3036227932,IRMjAwuLYKvUi+z86ekgvw,99.50,3,ra,"(0.5, 3.0)",be,"(4.0, -4.0)",,,,,6.15
240,3036227932,0yeTjGz/BUymTz73bRGlaQ,55.10,4,ca,"(1.0, 2.5)",,,,,,,
241,3036227932,/P/xm24DBsfRoQ+cZG/aoQ,250.70,5,fo,,,,,,,,
242,3036227932,KudvYuFL+Bw8nkX+zV2kMA,129.25,6,fo,,,,,,,,
243,3036227932,BRKGdKLCbwRMR8WOKlt1ZA,244.45,7,fo,,,,,,,,
244,3036227932,vCvro5OmMi2KmzdnfwpwmA,76.55,8,fo,,,,,,,,
245,3036227932,tFnRqHDnxt47wukmc7kHhA,100.50,9,fo,,,,,,,,
246,3036227932,kIbanshKysxtdDXKqLAWsA,159.90,1,fo,,,,,,,,
248,3036198260,246i06+qR/eim1c+rM7tTg,27.35,1,fo,,,,,,,,
249,3036198260,7I7RYE+DyVv9a2suFhCI8g,177.51,2,fo,0.5,,,,,,,
250,3036198260,jhWEHA+p2qikEmtrxmGorQ,256.03,3,,1.0,,,,,,,1.50
251,3036198260,0NnpEqhwVsL5Vj0+W9Wg6g,65.94,4,fo,,,,,,,,
253,3036220596,os4I8Ii5VUDXSh3cjOkc1w,388.35,3,fo,0.5,,,,,,,
254,3036220596,4tIGKxHjRv175UkNqpfSsQ,15.30,1,,1.0,,,,,,,1.50
256,3036215100,BIKFfnQvyn9+ELM5Qjumew,67.60,4,fo,0.5,,,,,,,
257,3036215100,hww3wo2qdpFMAmN51yf8HA,163.10,6,,1.0,,,,,,,1.50
259,3036215192,7agOerQbxmp4flhbBOgLhw,62.21,5,fo,,,,,,,,
260,3036215192,kIbanshKysxtdDXKqLAWsA,114.15,6,ra,"(0.5, 6.5)",chca,4.0,ch,,be,"(8.5, -8.5)",21.35
261,3036215192,DSbskv5D5qKxR/MXeY2lfQ,186.50,7,fo,1.0,,,,,,,
262,3036215192,CN8njzPOL23bn0/W/qAZEg,96,8,fo,,,,,,,,
263,3036215192,BRKGdKLCbwRMR8WOKlt1ZA,197,9,fo,,,,,,,,
264,3036215192,/P/xm24DBsfRoQ+cZG/aoQ,134.30,1,fo,,,,,,,,
265,3036215192,H/B5jPpFi4MC5KO67kSP7Q,123.40,2,raca,"(2.0, 5.0)",be,4.0,ch,,fo,,
266,3036215192,Rps1e1hfwzPHI87SNPQzZQ,78.70,3,fo,,,,,,,,
267,3036215192,ZyNFeeg6SqhkvxWh8o8c/w,80.55,4,fo,,,,,,,,
269,3036223382,5FecxZGlnf17oi05dr8Xag,58.20,4,ca,"(0.5, 0.5)",be,"(2.0, -2.0)",,,,,1.90
270,3036223382,gfHIDZbPoiZrm2oNnGOD9g,187.90,6,ch,1.0,chfo,,,,,,
272,3036215452,hww3wo2qdpFMAmN51yf8HA,163.60,6,ra,"(0.5, 2.5)",fo,,,,,,
273,3036215452,BIKFfnQvyn9+ELM5Qjumew,67.10,4,ca,"(1.0, 2.0)",be,"(5.0, -5.0)",,,,,5.70
275,3036221040,4tIGKxHjRv175UkNqpfSsQ,15.80,1,ra,"((0.5, 15.3), -14.8)",,,,,,,2
276,3036221040,os4I8Ii5VUDXSh3cjOkc1w,387.85,3,fo,1.0,,,,,,,
278,3036199238,/P/xm24DBsfRoQ+cZG/aoQ,172.05,2,fo,,,,,,,,
279,3036199238,3cQWYs6Ypy1A3Kvdl3vU6w,214.25,3,ca,"(0.5, 0.5)",chca,1.0,ch,,ch,,"(('10s', '9c'), 4.25)"
280,3036199238,os4I8Ii5VUDXSh3cjOkc1w,64.03,4,ch,1.0,chfo,,,,,,
281,3036199238,kIbanshKysxtdDXKqLAWsA,125.85,5,fo,,,,,,,,
282,3036199238,Hm2ghZ7I4JgYSBWRa19a8w,60.10,7,fo,,,,,,,,
283,3036199238,H/B5jPpFi4MC5KO67kSP7Q,61.20,8,ca,1.0,be,1.0,ch,,ch,,
284,3036199238,DSbskv5D5qKxR/MXeY2lfQ,261.10,9,fo,,,,,,,,
285,3036199238,ukX90a592Wy4ieDHQYubpw,96.79,1,fo,,,,,,,,
287,3036202054,H/B5jPpFi4MC5KO67kSP7Q,55.80,6,fo,,,,,,,,
288,3036202054,KudvYuFL+Bw8nkX+zV2kMA,120.38,7,fo,0.5,,,,,,,
289,3036202054,/P/xm24DBsfRoQ+cZG/aoQ,189.60,9,ch,1.0,ch,,ch,,ch,,"(('10d', '4h'), 2.4)"
290,3036202054,uWhRg5ZstkiUIL1M+DTi6Q,66.75,1,ca,1.0,ch,,ch,,ch,,
291,3036202054,kIbanshKysxtdDXKqLAWsA,153.40,2,fo,,,,,,,,
292,3036202054,jto9xmmj+Q/Gqg3GQSmgBA,83.50,3,fo,,,,,,,,
293,3036202054,rwCKaJz/OT/u9FXTE1zHbQ,177.50,4,fo,,,,,,,,
294,3036202054,BRKGdKLCbwRMR8WOKlt1ZA,198.50,5,fo,,,,,,,,
296,3036222328,1uadzoMdwLu8ZTizmRA+nQ,118.50,6,fo,,,,,,,,
297,3036222328,/6TXEQSTjvWYl/7evFGm5g,49,1,raca,"((0.5, 3.0), 8.0)",ch,,bera,"(12.0, 25.5)",,,"('7s', 'Kd')"
298,3036222328,yspTPyicC4Ere+tsoRHI1A,237.35,2,ra,"(1.0, 10.5)",ch,,raca,"(29.5, 8.0)",,,"(('Jd', 'Jh'), 94.5)"
299,3036222328,BnHE7j+6ArUXKkf7zZrHWQ,38.50,3,fo,,,,,,,,
300,3036222328,jL/h9MqRxEf/73gYSq4yZQ,342.95,4,fo,,,,,,,,
301,3036222328,w4CTNTmTkGuIHvHjRsKLFA,57.60,5,fo,,,,,,,,
303,3036199362,EWSQXbMBEqcHxsbxH7rQmw,30.70,1,ra,"(3.5, -2.5)",,,,,,,2.50
304,3036199362,rgOnpLfFy41kcunwSZiZIA,94.90,2,fo,0.5,,,,,,,
305,3036199362,IRMjAwuLYKvUi+z86ekgvw,175.95,3,fo,1.0,,,,,,,
306,3036199362,os4I8Ii5VUDXSh3cjOkc1w,158.05,4,fo,,,,,,,,
307,3036199362,yspTPyicC4Ere+tsoRHI1A,486.15,6,fo,,,,,,,,
